number,value,datetime_start,datetime_complete,duration,params_Max_iter,params_SearchAgents_no,params_ap,params_e_loss,params_lb,params_s_force,params_ub,state,SearchAgents_no,Max_iter,s_force,e_loss,ap,lb,ub,best_value,record_type
134.0,0.0,2024-04-12 12:58:22.510063,2024-04-12 12:58:22.835787,0 days 00:00:00.325724,70.0,70.0,0.14,0.45,-50.0,0.76,50.0,COMPLETE,,,,,,,,,
135.0,0.0,2024-04-12 12:58:22.836765,2024-04-12 12:58:23.068788,0 days 00:00:00.232023,40.0,80.0,0.86,0.41000000000000003,-60.0,0.6799999999999999,40.0,COMPLETE,,,,,,,,,
136.0,0.0,2024-04-12 12:58:23.069788,2024-04-12 12:58:23.285790,0 days 00:00:00.216002,60.0,50.0,0.56,0.25,-40.0,0.76,20.0,COMPLETE,,,,,,,,,
137.0,0.0,2024-04-12 12:58:23.286787,2024-04-12 12:58:23.407790,0 days 00:00:00.121003,50.0,20.0,0.6799999999999999,0.73,-30.0,0.42000000000000004,30.0,COMPLETE,,,,,,,,,
138.0,0.0,2024-04-12 12:58:23.408775,2024-04-12 12:58:23.635776,0 days 00:00:00.227001,30.0,100.0,0.1,0.91,-70.0,0.56,100.0,COMPLETE,,,,,,,,,
139.0,0.0,2024-04-12 12:58:23.636765,2024-04-12 12:58:23.742786,0 days 00:00:00.106021,10.0,80.0,0.74,0.81,-20.0,0.64,90.0,COMPLETE,,,,,,,,,
140.0,0.0,2024-04-12 12:58:23.744767,2024-04-12 12:58:23.858791,0 days 00:00:00.114024,80.0,10.0,0.45999999999999996,0.67,0.0,0.86,70.0,COMPLETE,,,,,,,,,
141.0,0.0,2024-04-12 12:58:23.859786,2024-04-12 12:58:23.987520,0 days 00:00:00.127734,30.0,40.0,0.4,0.03,-30.0,1.0,70.0,COMPLETE,,,,,,,,,
142.0,0.0,2024-04-12 12:58:23.988543,2024-04-12 12:58:24.132162,0 days 00:00:00.143619,30.0,50.0,0.45999999999999996,0.05,-40.0,0.8,70.0,COMPLETE,,,,,,,,,
143.0,0.0,2024-04-12 12:58:24.133162,2024-04-12 12:58:24.283188,0 days 00:00:00.150026,40.0,40.0,0.54,0.06999999999999999,-30.0,0.92,80.0,COMPLETE,,,,,,,,,
144.0,0.0,2024-04-12 12:58:24.285163,2024-04-12 12:58:24.424751,0 days 00:00:00.139588,30.0,50.0,0.66,0.13,-20.0,0.96,60.0,COMPLETE,,,,,,,,,
145.0,0.0,2024-04-12 12:58:24.426727,2024-04-12 12:58:24.537748,0 days 00:00:00.111021,30.0,30.0,0.33999999999999997,0.01,-10.0,0.38,50.0,COMPLETE,,,,,,,,,
146.0,0.0,2024-04-12 12:58:24.538726,2024-04-12 12:58:24.726973,0 days 00:00:00.188247,40.0,60.0,0.52,0.47000000000000003,-30.0,0.30000000000000004,40.0,COMPLETE,,,,,,,,,
147.0,0.0,2024-04-12 12:58:24.727969,2024-04-12 12:58:24.869984,0 days 00:00:00.142015,20.0,70.0,0.4,0.59,-20.0,0.18,70.0,COMPLETE,,,,,,,,,
148.0,0.0,2024-04-12 12:58:24.870985,2024-04-12 12:58:25.078004,0 days 00:00:00.207019,70.0,40.0,0.62,0.21000000000000002,-50.0,0.9,90.0,COMPLETE,,,,,,,,,
149.0,0.0,2024-04-12 12:58:25.078985,2024-04-12 12:58:25.238049,0 days 00:00:00.159064,30.0,60.0,0.7,0.7100000000000001,0.0,0.84,80.0,COMPLETE,,,,,,,,,
150.0,0.0,2024-04-12 12:58:25.239022,2024-04-12 12:58:25.352047,0 days 00:00:00.113025,10.0,90.0,0.58,0.29000000000000004,-40.0,0.88,60.0,COMPLETE,,,,,,,,,
151.0,0.0,2024-04-12 12:58:25.353046,2024-04-12 12:58:25.578921,0 days 00:00:00.225875,100.0,30.0,0.16,0.93,-80.0,0.66,60.0,COMPLETE,,,,,,,,,
152.0,0.0,2024-04-12 12:58:25.579921,2024-04-12 12:58:25.755788,0 days 00:00:00.175867,100.0,20.0,0.2,0.97,-90.0,0.72,50.0,COMPLETE,,,,,,,,,
153.0,0.0,2024-04-12 12:58:25.756769,2024-04-12 12:58:26.031786,0 days 00:00:00.275017,100.0,40.0,0.2,0.75,-80.0,0.7,70.0,COMPLETE,,,,,,,,,
154.0,0.0,2024-04-12 12:58:26.032761,2024-04-12 12:58:26.169281,0 days 00:00:00.136520,100.0,10.0,0.48,0.89,-70.0,0.6,90.0,COMPLETE,,,,,,,,,
155.0,0.0,2024-04-12 12:58:26.171277,2024-04-12 12:58:26.351299,0 days 00:00:00.180022,20.0,100.0,0.24000000000000002,0.8300000000000001,-60.0,0.6799999999999999,70.0,COMPLETE,,,,,,,,,
156.0,0.0,2024-04-12 12:58:26.352277,2024-04-12 12:58:26.564274,0 days 00:00:00.211997,90.0,30.0,0.92,0.79,-80.0,0.54,40.0,COMPLETE,,,,,,,,,
157.0,0.0,2024-04-12 12:58:26.565299,2024-04-12 12:58:26.865277,0 days 00:00:00.299978,90.0,50.0,0.84,0.49,-70.0,0.94,80.0,COMPLETE,,,,,,,,,
158.0,0.0,2024-04-12 12:58:26.866277,2024-04-12 12:58:27.015303,0 days 00:00:00.149026,50.0,30.0,0.98,0.63,-20.0,0.78,10.0,COMPLETE,,,,,,,,,
159.0,0.0,2024-04-12 12:58:27.016303,2024-04-12 12:58:27.145303,0 days 00:00:00.129000,30.0,40.0,0.32,0.37,-30.0,0.82,50.0,COMPLETE,,,,,,,,,
160.0,0.0,2024-04-12 12:58:27.147279,2024-04-12 12:58:27.279303,0 days 00:00:00.132024,60.0,20.0,0.5,0.45,-90.0,0.14,60.0,COMPLETE,,,,,,,,,
161.0,0.0,2024-04-12 12:58:27.280282,2024-04-12 12:58:27.557303,0 days 00:00:00.277021,50.0,80.0,0.16,0.33,-30.0,0.5,100.0,COMPLETE,,,,,,,,,
162.0,0.0,2024-04-12 12:58:27.559276,2024-04-12 12:58:27.804303,0 days 00:00:00.245027,50.0,70.0,0.12000000000000001,0.21000000000000002,-30.0,0.4,100.0,COMPLETE,,,,,,,,,
163.0,0.0,2024-04-12 12:58:27.805285,2024-04-12 12:58:28.113299,0 days 00:00:00.308014,50.0,90.0,0.14,0.31,-10.0,0.36,100.0,COMPLETE,,,,,,,,,
164.0,0.0,2024-04-12 12:58:28.115279,2024-04-12 12:58:28.352270,0 days 00:00:00.236991,40.0,80.0,0.1,0.27,-20.0,0.58,90.0,COMPLETE,,,,,,,,,
165.0,0.0,2024-04-12 12:58:28.353269,2024-04-12 12:58:28.756304,0 days 00:00:00.403035,60.0,100.0,0.14,0.99,-30.0,0.45999999999999996,100.0,COMPLETE,,,,,,,,,
166.0,0.0,2024-04-12 12:58:28.758271,2024-04-12 12:58:28.842296,0 days 00:00:00.084025,30.0,10.0,0.18,0.17,-100.0,0.56,20.0,COMPLETE,,,,,,,,,
167.0,0.0,2024-04-12 12:58:28.844273,2024-04-12 12:58:29.103271,0 days 00:00:00.258998,40.0,90.0,0.1,0.85,-40.0,0.32,100.0,COMPLETE,,,,,,,,,
168.0,0.0,2024-04-12 12:58:29.104347,2024-04-12 12:58:29.213292,0 days 00:00:00.108945,10.0,80.0,0.42000000000000004,0.23,-90.0,0.42000000000000004,90.0,COMPLETE,,,,,,,,,
169.0,0.0,2024-04-12 12:58:29.214270,2024-04-12 12:58:29.646269,0 days 00:00:00.431999,100.0,70.0,0.72,0.13,-50.0,0.52,30.0,COMPLETE,,,,,,,,,
170.0,0.0,2024-04-12 12:58:29.647271,2024-04-12 12:58:29.755295,0 days 00:00:00.108024,20.0,40.0,0.38,0.05,0.0,0.62,50.0,COMPLETE,,,,,,,,,
171.0,0.0,2024-04-12 12:58:29.757271,2024-04-12 12:58:29.858294,0 days 00:00:00.101023,20.0,30.0,0.94,0.55,-10.0,0.12000000000000001,0.0,COMPLETE,,,,,,,,,
172.0,0.0,2024-04-12 12:58:29.859269,2024-04-12 12:58:29.987269,0 days 00:00:00.128000,30.0,30.0,1.0,0.51,0.0,0.16,0.0,COMPLETE,,,,,,,,,
173.0,0.0,2024-04-12 12:58:29.988270,2024-04-12 12:58:30.074268,0 days 00:00:00.085998,10.0,30.0,0.8,0.75,-30.0,0.45999999999999996,10.0,COMPLETE,,,,,,,,,
174.0,0.0,2024-04-12 12:58:30.075297,2024-04-12 12:58:30.162294,0 days 00:00:00.086997,30.0,10.0,0.98,0.09,-20.0,0.1,0.0,COMPLETE,,,,,,,,,
175.0,0.0,2024-04-12 12:58:30.163271,2024-04-12 12:58:30.395065,0 days 00:00:00.231794,30.0,100.0,0.9,0.53,-10.0,0.12000000000000001,70.0,COMPLETE,,,,,,,,,
176.0,0.0,2024-04-12 12:58:30.396039,2024-04-12 12:58:30.489306,0 days 00:00:00.093267,20.0,20.0,0.96,0.73,-20.0,0.86,60.0,COMPLETE,,,,,,,,,
177.0,0.0,2024-04-12 12:58:30.491283,2024-04-12 12:58:30.695292,0 days 00:00:00.204009,40.0,60.0,0.16,0.77,-20.0,0.74,80.0,COMPLETE,,,,,,,,,
178.0,0.0,2024-04-12 12:58:30.696282,2024-04-12 12:58:31.098307,0 days 00:00:00.402025,70.0,90.0,0.88,0.5700000000000001,-30.0,0.48,40.0,COMPLETE,,,,,,,,,
179.0,0.0,2024-04-12 12:58:31.099306,2024-04-12 12:58:31.379282,0 days 00:00:00.279976,50.0,80.0,0.12000000000000001,0.03,0.0,0.22,60.0,COMPLETE,,,,,,,,,
180.0,0.0,2024-04-12 12:58:31.380283,2024-04-12 12:58:31.528314,0 days 00:00:00.148031,30.0,50.0,0.64,0.39,-10.0,0.38,30.0,COMPLETE,,,,,,,,,
181.0,0.0,2024-04-12 12:58:31.529283,2024-04-12 12:58:31.725308,0 days 00:00:00.196025,40.0,60.0,0.54,0.43,-90.0,1.0,80.0,COMPLETE,,,,,,,,,
182.0,0.0,2024-04-12 12:58:31.727281,2024-04-12 12:58:31.920306,0 days 00:00:00.193025,40.0,60.0,0.52,0.41000000000000003,-60.0,0.98,90.0,COMPLETE,,,,,,,,,
183.0,0.0,2024-04-12 12:58:31.921306,2024-04-12 12:58:32.137304,0 days 00:00:00.215998,40.0,70.0,0.5,0.37,-100.0,0.96,70.0,COMPLETE,,,,,,,,,
184.0,0.0,2024-04-12 12:58:32.138304,2024-04-12 12:58:32.371303,0 days 00:00:00.232999,50.0,60.0,0.58,0.47000000000000003,-100.0,0.94,20.0,COMPLETE,,,,,,,,,
185.0,0.0,2024-04-12 12:58:32.372304,2024-04-12 12:58:32.538711,0 days 00:00:00.166407,60.0,30.0,0.45999999999999996,0.45,-100.0,0.33999999999999997,80.0,COMPLETE,,,,,,,,,
186.0,0.0,2024-04-12 12:58:32.539712,2024-04-12 12:58:32.702546,0 days 00:00:00.162834,40.0,40.0,0.28,0.49,-80.0,1.0,10.0,COMPLETE,,,,,,,,,
187.0,0.0,2024-04-12 12:58:32.703526,2024-04-12 12:58:32.785548,0 days 00:00:00.082022,10.0,20.0,0.76,0.01,-50.0,0.6,70.0,COMPLETE,,,,,,,,,
188.0,0.0,2024-04-12 12:58:32.786526,2024-04-12 12:58:32.922548,0 days 00:00:00.136022,20.0,60.0,0.33999999999999997,0.9500000000000001,-70.0,0.54,90.0,COMPLETE,,,,,,,,,
189.0,0.0,2024-04-12 12:58:32.923550,2024-04-12 12:58:33.059548,0 days 00:00:00.135998,30.0,40.0,0.96,0.81,-30.0,0.98,100.0,COMPLETE,,,,,,,,,
190.0,0.0,2024-04-12 12:58:33.060526,2024-04-12 12:58:33.182552,0 days 00:00:00.122026,30.0,30.0,0.84,0.51,-40.0,0.9,70.0,COMPLETE,,,,,,,,,
191.0,0.0,2024-04-12 12:58:33.183531,2024-04-12 12:58:33.615301,0 days 00:00:00.431770,70.0,100.0,0.82,0.19,-50.0,0.86,50.0,COMPLETE,,,,,,,,,
192.0,0.0,2024-04-12 12:58:33.616265,2024-04-12 12:58:34.158726,0 days 00:00:00.542461,90.0,100.0,0.86,0.17,-30.0,0.88,50.0,COMPLETE,,,,,,,,,
193.0,0.0,2024-04-12 12:58:34.159726,2024-04-12 12:58:34.652815,0 days 00:00:00.493089,80.0,100.0,0.78,0.31,-40.0,0.84,50.0,COMPLETE,,,,,,,,,
194.0,0.0,2024-04-12 12:58:34.653788,2024-04-12 12:58:35.250457,0 days 00:00:00.596669,100.0,100.0,0.82,0.25,-20.0,0.66,40.0,COMPLETE,,,,,,,,,
195.0,0.0,2024-04-12 12:58:35.251457,2024-04-12 12:58:35.506430,0 days 00:00:00.254973,70.0,50.0,0.66,0.35000000000000003,-50.0,0.92,90.0,COMPLETE,,,,,,,,,
196.0,0.0,2024-04-12 12:58:35.508429,2024-04-12 12:58:35.991428,0 days 00:00:00.482999,80.0,100.0,0.22,0.15000000000000002,-90.0,0.82,60.0,COMPLETE,,,,,,,,,
197.0,0.0,2024-04-12 12:58:35.992430,2024-04-12 12:58:36.154456,0 days 00:00:00.162026,60.0,30.0,0.88,0.23,0.0,0.8,80.0,COMPLETE,,,,,,,,,
198.0,0.0,2024-04-12 12:58:36.156431,2024-04-12 12:58:36.236428,0 days 00:00:00.079997,10.0,10.0,0.74,0.87,-30.0,0.74,100.0,COMPLETE,,,,,,,,,
199.0,0.0,2024-04-12 12:58:36.237453,2024-04-12 12:58:36.491427,0 days 00:00:00.253974,50.0,70.0,0.12000000000000001,0.11,-60.0,0.76,70.0,COMPLETE,,,,,,,,,
200.0,0.0,2024-04-12 12:58:36.492428,2024-04-12 12:58:36.934834,0 days 00:00:00.442406,80.0,90.0,1.0,0.27,-20.0,0.7,60.0,COMPLETE,,,,,,,,,
201.0,0.0,2024-04-12 12:58:36.935826,2024-04-12 12:58:37.060827,0 days 00:00:00.125001,20.0,50.0,0.7,0.67,-10.0,0.64,30.0,COMPLETE,,,,,,,,,
202.0,0.0,2024-04-12 12:58:37.061827,2024-04-12 12:58:37.186804,0 days 00:00:00.124977,20.0,50.0,0.6,0.47000000000000003,-20.0,0.9,40.0,COMPLETE,,,,,,,,,
203.0,0.0,2024-04-12 12:58:37.188802,2024-04-12 12:58:37.312822,0 days 00:00:00.124020,20.0,50.0,0.78,0.79,-20.0,0.66,10.0,COMPLETE,,,,,,,,,
204.0,0.0,2024-04-12 12:58:37.314801,2024-04-12 12:58:37.488801,0 days 00:00:00.174000,30.0,60.0,0.84,0.73,-80.0,0.18,20.0,COMPLETE,,,,,,,,,
205.0,0.0,2024-04-12 12:58:37.489801,2024-04-12 12:58:37.656824,0 days 00:00:00.167023,40.0,40.0,0.8,0.6900000000000001,-40.0,0.30000000000000004,50.0,COMPLETE,,,,,,,,,
206.0,0.0,2024-04-12 12:58:37.657826,2024-04-12 12:58:37.739825,0 days 00:00:00.081999,10.0,10.0,0.56,0.03,-30.0,0.62,0.0,COMPLETE,,,,,,,,,
207.0,0.0,2024-04-12 12:58:37.741803,2024-04-12 12:58:38.128828,0 days 00:00:00.387025,60.0,100.0,0.30000000000000004,0.65,-20.0,0.5,40.0,COMPLETE,,,,,,,,,
208.0,0.0,2024-04-12 12:58:38.130805,2024-04-12 12:58:38.260823,0 days 00:00:00.130018,20.0,50.0,0.6799999999999999,0.53,0.0,0.6799999999999999,30.0,COMPLETE,,,,,,,,,
209.0,0.0,2024-04-12 12:58:38.261802,2024-04-12 12:58:38.444826,0 days 00:00:00.183024,30.0,70.0,0.92,0.43,-70.0,0.78,20.0,COMPLETE,,,,,,,,,
210.0,0.0,2024-04-12 12:58:38.446801,2024-04-12 12:58:38.817823,0 days 00:00:00.371022,100.0,60.0,0.74,0.06999999999999999,-30.0,0.36,90.0,COMPLETE,,,,,,,,,
211.0,0.0,2024-04-12 12:58:38.819804,2024-04-12 12:58:38.919857,0 days 00:00:00.100053,30.0,10.0,0.76,0.39,-20.0,0.26,70.0,COMPLETE,,,,,,,,,
212.0,0.0,2024-04-12 12:58:38.921398,2024-04-12 12:58:39.015935,0 days 00:00:00.094537,30.0,10.0,0.72,0.41000000000000003,-20.0,0.2,50.0,COMPLETE,,,,,,,,,
213.0,0.0,2024-04-12 12:58:39.016936,2024-04-12 12:58:39.113935,0 days 00:00:00.096999,30.0,10.0,0.8,0.33,-20.0,0.2,70.0,COMPLETE,,,,,,,,,
214.0,0.0,2024-04-12 12:58:39.114958,2024-04-12 12:58:39.356934,0 days 00:00:00.241976,40.0,80.0,0.5,0.45,-10.0,0.4,80.0,COMPLETE,,,,,,,,,
215.0,0.0,2024-04-12 12:58:39.358936,2024-04-12 12:58:39.476934,0 days 00:00:00.117998,30.0,20.0,0.82,0.43,-50.0,0.16,50.0,COMPLETE,,,,,,,,,
216.0,0.0,2024-04-12 12:58:39.477934,2024-04-12 12:58:39.700961,0 days 00:00:00.223027,70.0,40.0,0.48,0.7100000000000001,-20.0,0.14,70.0,COMPLETE,,,,,,,,,
217.0,0.0,2024-04-12 12:58:39.701934,2024-04-12 12:58:39.795934,0 days 00:00:00.094000,30.0,10.0,0.1,0.49,-20.0,0.72,70.0,COMPLETE,,,,,,,,,
218.0,0.0,2024-04-12 12:58:39.797933,2024-04-12 12:58:39.986933,0 days 00:00:00.189000,20.0,90.0,0.52,0.61,-30.0,0.88,90.0,COMPLETE,,,,,,,,,
219.0,0.0,2024-04-12 12:58:39.987935,2024-04-12 12:58:40.181934,0 days 00:00:00.193999,50.0,40.0,0.38,0.37,-20.0,0.96,50.0,COMPLETE,,,,,,,,,
220.0,0.0,2024-04-12 12:58:40.182935,2024-04-12 12:58:40.318933,0 days 00:00:00.135998,40.0,20.0,0.18,0.77,-100.0,0.1,100.0,COMPLETE,,,,,,,,,
221.0,0.0,2024-04-12 12:58:40.320934,2024-04-12 12:58:40.419957,0 days 00:00:00.099023,30.0,10.0,0.72,0.63,-10.0,0.44000000000000006,60.0,COMPLETE,,,,,,,,,
222.0,0.0,2024-04-12 12:58:40.421934,2024-04-12 12:58:40.520935,0 days 00:00:00.099001,30.0,10.0,0.66,0.59,-10.0,0.4,60.0,COMPLETE,,,,,,,,,
223.0,0.0,2024-04-12 12:58:40.521935,2024-04-12 12:58:40.617935,0 days 00:00:00.096000,30.0,10.0,0.7,0.51,-10.0,0.58,60.0,COMPLETE,,,,,,,,,
224.0,0.0,2024-04-12 12:58:40.618937,2024-04-12 12:58:40.713934,0 days 00:00:00.094997,30.0,10.0,0.76,0.65,0.0,0.56,70.0,COMPLETE,,,,,,,,,
225.0,0.0,2024-04-12 12:58:40.715934,2024-04-12 12:58:40.853959,0 days 00:00:00.138025,10.0,100.0,0.42000000000000004,0.93,-90.0,0.32,50.0,COMPLETE,,,,,,,,,
226.0,0.0,2024-04-12 12:58:40.855936,2024-04-12 12:58:40.963935,0 days 00:00:00.107999,30.0,10.0,0.74,0.91,-10.0,0.33999999999999997,80.0,COMPLETE,,,,,,,,,
227.0,0.0,2024-04-12 12:58:40.965934,2024-04-12 12:58:41.090429,0 days 00:00:00.124495,20.0,30.0,0.6799999999999999,0.05,-60.0,0.42000000000000004,60.0,COMPLETE,,,,,,,,,
228.0,0.0,2024-04-12 12:58:41.091428,2024-04-12 12:58:41.294455,0 days 00:00:00.203027,40.0,50.0,0.62,0.47000000000000003,-20.0,0.12000000000000001,30.0,COMPLETE,,,,,,,,,
229.0,0.0,2024-04-12 12:58:41.295455,2024-04-12 12:58:41.540457,0 days 00:00:00.245002,90.0,30.0,0.74,0.6900000000000001,-40.0,0.52,100.0,COMPLETE,,,,,,,,,
230.0,0.0,2024-04-12 12:58:41.541454,2024-04-12 12:58:42.054430,0 days 00:00:00.512976,100.0,80.0,0.24000000000000002,0.75,-30.0,0.14,90.0,COMPLETE,,,,,,,,,
231.0,0.0,2024-04-12 12:58:42.055430,2024-04-12 12:58:42.185429,0 days 00:00:00.129999,40.0,20.0,0.82,0.43,-40.0,0.28,80.0,COMPLETE,,,,,,,,,
232.0,0.0,2024-04-12 12:58:42.187429,2024-04-12 12:58:42.318457,0 days 00:00:00.131028,40.0,20.0,0.9,0.41000000000000003,-40.0,0.45999999999999996,80.0,COMPLETE,,,,,,,,,
233.0,0.0,2024-04-12 12:58:42.319456,2024-04-12 12:58:42.424456,0 days 00:00:00.105000,40.0,10.0,0.14,0.01,-40.0,0.24000000000000002,80.0,COMPLETE,,,,,,,,,
234.0,0.0,2024-04-12 12:58:42.425455,2024-04-12 12:58:42.629429,0 days 00:00:00.203974,80.0,30.0,0.78,0.39,-50.0,0.22,60.0,COMPLETE,,,,,,,,,
235.0,0.0,2024-04-12 12:58:42.631431,2024-04-12 12:58:42.977460,0 days 00:00:00.346029,50.0,100.0,0.84,0.81,0.0,0.86,70.0,COMPLETE,,,,,,,,,
236.0,0.0,2024-04-12 12:58:42.979431,2024-04-12 12:58:43.167488,0 days 00:00:00.188057,30.0,70.0,0.36,0.99,-80.0,0.64,30.0,COMPLETE,,,,,,,,,
237.0,0.0,2024-04-12 12:58:43.168625,2024-04-12 12:58:43.354933,0 days 00:00:00.186308,30.0,60.0,0.86,0.55,-30.0,0.18,80.0,COMPLETE,,,,,,,,,
238.0,0.0,2024-04-12 12:58:43.356913,2024-04-12 12:58:43.537911,0 days 00:00:00.180998,60.0,30.0,0.44000000000000006,0.27,-10.0,0.84,70.0,COMPLETE,,,,,,,,,
239.0,0.0,2024-04-12 12:58:43.538912,2024-04-12 12:58:43.645945,0 days 00:00:00.107033,20.0,10.0,0.94,0.45,-40.0,0.2,90.0,COMPLETE,,,,,,,,,
240.0,0.0,2024-04-12 12:58:43.647912,2024-04-12 12:58:43.822911,0 days 00:00:00.174999,40.0,40.0,0.7,0.21000000000000002,-40.0,0.88,10.0,COMPLETE,,,,,,,,,
241.0,0.0,2024-04-12 12:58:43.823914,2024-04-12 12:58:43.914937,0 days 00:00:00.091023,10.0,20.0,0.6,0.09,-20.0,0.24000000000000002,60.0,COMPLETE,,,,,,,,,
242.0,0.0,2024-04-12 12:58:43.915912,2024-04-12 12:58:44.006913,0 days 00:00:00.091001,10.0,20.0,0.62,0.13,-20.0,0.14,60.0,COMPLETE,,,,,,,,,
243.0,0.0,2024-04-12 12:58:44.008917,2024-04-12 12:58:44.099932,0 days 00:00:00.091015,10.0,20.0,0.58,0.03,-20.0,0.16,60.0,COMPLETE,,,,,,,,,
244.0,0.0,2024-04-12 12:58:44.100912,2024-04-12 12:58:44.193933,0 days 00:00:00.093021,10.0,20.0,0.64,0.41000000000000003,-70.0,0.76,60.0,COMPLETE,,,,,,,,,
245.0,0.0,2024-04-12 12:58:44.194911,2024-04-12 12:58:44.280938,0 days 00:00:00.086027,10.0,10.0,0.8,0.06999999999999999,-30.0,0.92,70.0,COMPLETE,,,,,,,,,
246.0,0.0,2024-04-12 12:58:44.281912,2024-04-12 12:58:44.502913,0 days 00:00:00.221001,30.0,90.0,0.72,0.19,-20.0,1.0,80.0,COMPLETE,,,,,,,,,
247.0,0.0,2024-04-12 12:58:44.503912,2024-04-12 12:58:44.789936,0 days 00:00:00.286024,40.0,100.0,0.1,0.01,-50.0,0.7,40.0,COMPLETE,,,,,,,,,
248.0,0.0,2024-04-12 12:58:44.791912,2024-04-12 12:58:45.056937,0 days 00:00:00.265025,70.0,50.0,0.28,0.61,-20.0,0.54,60.0,COMPLETE,,,,,,,,,
249.0,0.0,2024-04-12 12:58:45.057910,2024-04-12 12:58:45.181912,0 days 00:00:00.124002,20.0,40.0,0.32,0.67,0.0,0.1,0.0,COMPLETE,,,,,,,,,
250.0,0.0,2024-04-12 12:58:45.182911,2024-04-12 12:58:45.480574,0 days 00:00:00.297663,50.0,80.0,0.12000000000000001,0.05,-10.0,0.48,100.0,COMPLETE,,,,,,,,,
251.0,0.0,2024-04-12 12:58:45.481535,2024-04-12 12:58:45.597556,0 days 00:00:00.116021,30.0,20.0,0.86,0.35000000000000003,-30.0,0.36,20.0,COMPLETE,,,,,,,,,
252.0,0.0,2024-04-12 12:58:45.599535,2024-04-12 12:58:45.699560,0 days 00:00:00.100025,10.0,30.0,0.78,0.51,-20.0,0.8,40.0,COMPLETE,,,,,,,,,
253.0,0.0,2024-04-12 12:58:45.700533,2024-04-12 12:58:45.930554,0 days 00:00:00.230021,30.0,90.0,0.56,0.73,-50.0,0.66,90.0,COMPLETE,,,,,,,,,
254.0,0.0,2024-04-12 12:58:45.931557,2024-04-12 12:58:46.106534,0 days 00:00:00.174977,30.0,60.0,0.84,0.47000000000000003,-10.0,0.16,70.0,COMPLETE,,,,,,,,,
255.0,0.0,2024-04-12 12:58:46.107533,2024-04-12 12:58:46.510559,0 days 00:00:00.403026,60.0,100.0,0.16,0.53,-30.0,0.98,50.0,COMPLETE,,,,,,,,,
256.0,0.0,2024-04-12 12:58:46.511562,2024-04-12 12:58:46.620556,0 days 00:00:00.108994,50.0,10.0,0.6799999999999999,0.15000000000000002,-60.0,0.32,60.0,COMPLETE,,,,,,,,,
257.0,0.0,2024-04-12 12:58:46.622532,2024-04-12 12:58:46.727559,0 days 00:00:00.105027,40.0,10.0,0.98,0.85,-20.0,0.6,10.0,COMPLETE,,,,,,,,,
258.0,0.0,2024-04-12 12:58:46.728533,2024-04-12 12:58:47.069532,0 days 00:00:00.340999,100.0,50.0,0.76,0.29000000000000004,-90.0,0.84,20.0,COMPLETE,,,,,,,,,
259.0,0.0,2024-04-12 12:58:47.071535,2024-04-12 12:58:47.176557,0 days 00:00:00.105022,20.0,20.0,0.2,0.5700000000000001,-40.0,0.38,70.0,COMPLETE,,,,,,,,,
260.0,0.0,2024-04-12 12:58:47.178532,2024-04-12 12:58:47.306534,0 days 00:00:00.128002,20.0,40.0,0.7,0.89,0.0,0.18,80.0,COMPLETE,,,,,,,,,
261.0,0.0,2024-04-12 12:58:47.308534,2024-04-12 12:58:47.508593,0 days 00:00:00.200059,30.0,60.0,0.64,0.77,-100.0,0.9,50.0,COMPLETE,,,,,,,,,
262.0,0.0,2024-04-12 12:58:47.510564,2024-04-12 12:58:47.693587,0 days 00:00:00.183023,70.0,30.0,0.92,0.03,-30.0,0.12000000000000001,30.0,COMPLETE,,,,,,,,,
263.0,0.0,2024-04-12 12:58:47.694562,2024-04-12 12:58:47.828563,0 days 00:00:00.134001,10.0,100.0,0.66,0.11,-20.0,0.28,90.0,COMPLETE,,,,,,,,,
264.0,0.0,2024-04-12 12:58:47.829563,2024-04-12 12:58:48.058561,0 days 00:00:00.228998,40.0,70.0,0.82,0.49,-10.0,0.5,100.0,COMPLETE,,,,,,,,,
265.0,0.0,2024-04-12 12:58:48.059564,2024-04-12 12:58:48.166564,0 days 00:00:00.107000,40.0,10.0,0.88,0.8300000000000001,-50.0,0.56,70.0,COMPLETE,,,,,,,,,
266.0,0.0,2024-04-12 12:58:48.167588,2024-04-12 12:58:48.292589,0 days 00:00:00.125001,20.0,40.0,0.14,0.45,-30.0,0.94,60.0,COMPLETE,,,,,,,,,
267.0,0.0,2024-04-12 12:58:48.294567,2024-04-12 12:58:48.454594,0 days 00:00:00.160027,30.0,50.0,0.52,0.63,-20.0,0.6799999999999999,70.0,COMPLETE,,,,,,,,,
268.0,0.0,2024-04-12 12:58:48.455571,2024-04-12 12:58:48.721589,0 days 00:00:00.266018,50.0,70.0,0.8,0.6900000000000001,-80.0,0.22,90.0,COMPLETE,,,,,,,,,
269.0,0.0,2024-04-12 12:58:48.722587,2024-04-12 12:58:48.928589,0 days 00:00:00.206002,80.0,30.0,0.33999999999999997,0.37,-10.0,0.72,80.0,COMPLETE,,,,,,,,,
270.0,0.0,2024-04-12 12:58:48.929563,2024-04-12 12:58:49.024586,0 days 00:00:00.095023,10.0,20.0,0.26,0.79,-70.0,0.64,100.0,COMPLETE,,,,,,,,,
271.0,0.0,2024-04-12 12:58:49.026563,2024-04-12 12:58:49.486565,0 days 00:00:00.460002,90.0,80.0,0.96,0.23,-90.0,0.52,40.0,COMPLETE,,,,,,,,,
