number,value,datetime_start,datetime_complete,duration,params_Max_iter,params_SearchAgents_no,params_ap,params_e_loss,params_lb,params_s_force,params_ub,state,SearchAgents_no,Max_iter,s_force,e_loss,ap,lb,ub,best_value,record_type
410.0,0.0,2024-04-12 12:59:17.806004,2024-04-12 12:59:18.018003,0 days 00:00:00.211999,20.0,100.0,0.7,0.49,-40.0,0.48,0.0,COMPLETE,,,,,,,,,
411.0,0.0,2024-04-12 12:59:18.019005,2024-04-12 12:59:18.148029,0 days 00:00:00.129024,10.0,60.0,0.82,0.89,0.0,0.42000000000000004,50.0,COMPLETE,,,,,,,,,
412.0,0.0,2024-04-12 12:59:18.150005,2024-04-12 12:59:18.713004,0 days 00:00:00.562999,100.0,90.0,0.24000000000000002,0.01,-20.0,0.36,90.0,COMPLETE,,,,,,,,,
413.0,0.0,2024-04-12 12:59:18.714005,2024-04-12 12:59:18.878031,0 days 00:00:00.164026,60.0,20.0,0.33999999999999997,0.81,-50.0,0.2,100.0,COMPLETE,,,,,,,,,
414.0,0.0,2024-04-12 12:59:18.879005,2024-04-12 12:59:19.160029,0 days 00:00:00.281024,70.0,50.0,0.78,0.59,-20.0,0.62,60.0,COMPLETE,,,,,,,,,
415.0,0.0,2024-04-12 12:59:19.162004,2024-04-12 12:59:19.281026,0 days 00:00:00.119022,30.0,10.0,0.98,0.21000000000000002,-30.0,0.6799999999999999,70.0,COMPLETE,,,,,,,,,
416.0,0.0,2024-04-12 12:59:19.283006,2024-04-12 12:59:19.465847,0 days 00:00:00.182841,40.0,40.0,0.8,0.51,-100.0,0.86,80.0,COMPLETE,,,,,,,,,
417.0,0.0,2024-04-12 12:59:19.466847,2024-04-12 12:59:19.573482,0 days 00:00:00.106635,10.0,10.0,0.5,0.7100000000000001,-10.0,0.78,40.0,COMPLETE,,,,,,,,,
418.0,0.0,2024-04-12 12:59:19.574456,2024-04-12 12:59:19.721483,0 days 00:00:00.147027,30.0,30.0,0.1,0.13,-20.0,0.54,60.0,COMPLETE,,,,,,,,,
419.0,0.0,2024-04-12 12:59:19.723454,2024-04-12 12:59:19.927485,0 days 00:00:00.204031,20.0,100.0,0.84,0.45,-30.0,0.98,50.0,COMPLETE,,,,,,,,,
420.0,0.0,2024-04-12 12:59:19.928461,2024-04-12 12:59:20.212147,0 days 00:00:00.283686,50.0,70.0,0.52,0.77,0.0,0.88,80.0,COMPLETE,,,,,,,,,
421.0,0.0,2024-04-12 12:59:20.214120,2024-04-12 12:59:20.395130,0 days 00:00:00.181010,30.0,50.0,0.72,0.41000000000000003,-40.0,0.18,100.0,COMPLETE,,,,,,,,,
422.0,0.0,2024-04-12 12:59:20.397123,2024-04-12 12:59:20.540121,0 days 00:00:00.142998,40.0,20.0,0.45999999999999996,0.09,-60.0,0.6,70.0,COMPLETE,,,,,,,,,
423.0,0.0,2024-04-12 12:59:20.541121,2024-04-12 12:59:20.680142,0 days 00:00:00.139021,10.0,80.0,0.18,0.17,-10.0,0.1,90.0,COMPLETE,,,,,,,,,
424.0,0.0,2024-04-12 12:59:20.682141,2024-04-12 12:59:20.875129,0 days 00:00:00.192988,60.0,30.0,0.74,0.67,-20.0,0.33999999999999997,20.0,COMPLETE,,,,,,,,,
425.0,0.0,2024-04-12 12:59:20.877121,2024-04-12 12:59:21.038120,0 days 00:00:00.160999,90.0,10.0,0.64,0.47000000000000003,-30.0,0.64,10.0,COMPLETE,,,,,,,,,
426.0,0.0,2024-04-12 12:59:21.040120,2024-04-12 12:59:21.231150,0 days 00:00:00.191030,30.0,60.0,0.92,0.39,-10.0,0.96,60.0,COMPLETE,,,,,,,,,
427.0,0.0,2024-04-12 12:59:21.233122,2024-04-12 12:59:21.375146,0 days 00:00:00.142024,20.0,40.0,0.16,0.19,-80.0,0.14,30.0,COMPLETE,,,,,,,,,
428.0,0.0,2024-04-12 12:59:21.377125,2024-04-12 12:59:21.851670,0 days 00:00:00.474545,80.0,90.0,0.6,0.33,-90.0,0.92,90.0,COMPLETE,,,,,,,,,
429.0,0.0,2024-04-12 12:59:21.853645,2024-04-12 12:59:22.484711,0 days 00:00:00.631066,100.0,100.0,0.62,0.63,-50.0,0.4,50.0,COMPLETE,,,,,,,,,
430.0,0.0,2024-04-12 12:59:22.485712,2024-04-12 12:59:22.687711,0 days 00:00:00.201999,40.0,50.0,0.54,0.53,-20.0,0.45999999999999996,70.0,COMPLETE,,,,,,,,,
431.0,0.0,2024-04-12 12:59:22.688712,2024-04-12 12:59:22.822739,0 days 00:00:00.134027,30.0,20.0,0.6799999999999999,0.79,-40.0,0.8,60.0,COMPLETE,,,,,,,,,
432.0,0.0,2024-04-12 12:59:22.823712,2024-04-12 12:59:22.951734,0 days 00:00:00.128022,40.0,10.0,0.88,0.31,-20.0,1.0,80.0,COMPLETE,,,,,,,,,
433.0,0.0,2024-04-12 12:59:22.952711,2024-04-12 12:59:23.232712,0 days 00:00:00.280001,50.0,70.0,0.14,0.25,-30.0,0.64,40.0,COMPLETE,,,,,,,,,
434.0,0.0,2024-04-12 12:59:23.233713,2024-04-12 12:59:23.376741,0 days 00:00:00.143028,20.0,40.0,0.78,0.06999999999999999,-60.0,0.7,0.0,COMPLETE,,,,,,,,,
435.0,0.0,2024-04-12 12:59:23.378713,2024-04-12 12:59:23.588712,0 days 00:00:00.209999,70.0,30.0,0.9,0.05,-70.0,0.9,100.0,COMPLETE,,,,,,,,,
436.0,0.0,2024-04-12 12:59:23.590711,2024-04-12 12:59:23.746997,0 days 00:00:00.156286,10.0,100.0,0.66,0.61,0.0,0.86,50.0,COMPLETE,,,,,,,,,
437.0,0.0,2024-04-12 12:59:23.748999,2024-04-12 12:59:23.944759,0 days 00:00:00.195760,30.0,60.0,0.32,0.73,-10.0,0.54,80.0,COMPLETE,,,,,,,,,
438.0,0.0,2024-04-12 12:59:23.945734,2024-04-12 12:59:24.079758,0 days 00:00:00.134024,30.0,20.0,0.76,0.5700000000000001,-30.0,0.58,60.0,COMPLETE,,,,,,,,,
439.0,0.0,2024-04-12 12:59:24.081733,2024-04-12 12:59:24.430733,0 days 00:00:00.349000,50.0,90.0,1.0,0.43,-20.0,0.22,70.0,COMPLETE,,,,,,,,,
440.0,0.0,2024-04-12 12:59:24.431735,2024-04-12 12:59:24.663732,0 days 00:00:00.231997,30.0,80.0,0.72,0.99,-40.0,0.14,60.0,COMPLETE,,,,,,,,,
441.0,0.0,2024-04-12 12:59:24.664733,2024-04-12 12:59:24.798773,0 days 00:00:00.134040,60.0,10.0,0.84,0.03,-50.0,0.66,70.0,COMPLETE,,,,,,,,,
442.0,0.0,2024-04-12 12:59:24.799774,2024-04-12 12:59:24.965799,0 days 00:00:00.166025,40.0,30.0,0.12000000000000001,0.51,-20.0,0.30000000000000004,100.0,COMPLETE,,,,,,,,,
443.0,0.0,2024-04-12 12:59:24.967774,2024-04-12 12:59:25.093775,0 days 00:00:00.126001,10.0,40.0,0.96,0.15000000000000002,-30.0,0.98,10.0,COMPLETE,,,,,,,,,
444.0,0.0,2024-04-12 12:59:25.094773,2024-04-12 12:59:25.305776,0 days 00:00:00.211003,20.0,100.0,0.8,0.6900000000000001,-40.0,0.44000000000000006,90.0,COMPLETE,,,,,,,,,
445.0,0.0,2024-04-12 12:59:25.307775,2024-04-12 12:59:25.502800,0 days 00:00:00.195025,30.0,60.0,0.42000000000000004,0.11,-80.0,0.76,40.0,COMPLETE,,,,,,,,,
446.0,0.0,2024-04-12 12:59:25.503800,2024-04-12 12:59:25.631796,0 days 00:00:00.127996,30.0,10.0,0.22,0.01,-50.0,0.16,50.0,COMPLETE,,,,,,,,,
447.0,0.0,2024-04-12 12:59:25.632797,2024-04-12 12:59:25.918802,0 days 00:00:00.286005,70.0,50.0,0.16,0.47000000000000003,-100.0,0.74,70.0,COMPLETE,,,,,,,,,
448.0,0.0,2024-04-12 12:59:25.919802,2024-04-12 12:59:26.067829,0 days 00:00:00.148027,40.0,20.0,0.82,0.77,-20.0,0.26,80.0,COMPLETE,,,,,,,,,
449.0,0.0,2024-04-12 12:59:26.069801,2024-04-12 12:59:26.333825,0 days 00:00:00.264024,100.0,30.0,0.7,0.87,0.0,0.36,20.0,COMPLETE,,,,,,,,,
450.0,0.0,2024-04-12 12:59:26.334810,2024-04-12 12:59:26.478826,0 days 00:00:00.144016,10.0,70.0,0.86,0.39,-10.0,0.24000000000000002,30.0,COMPLETE,,,,,,,,,
451.0,0.0,2024-04-12 12:59:26.480802,2024-04-12 12:59:26.691824,0 days 00:00:00.211022,20.0,100.0,0.76,0.45,-20.0,0.52,60.0,COMPLETE,,,,,,,,,
452.0,0.0,2024-04-12 12:59:26.693803,2024-04-12 12:59:26.825801,0 days 00:00:00.131998,50.0,10.0,0.1,0.25,-60.0,0.84,90.0,COMPLETE,,,,,,,,,
453.0,0.0,2024-04-12 12:59:26.827801,2024-04-12 12:59:27.117836,0 days 00:00:00.290035,40.0,90.0,0.38,0.37,-90.0,0.18,70.0,COMPLETE,,,,,,,,,
454.0,0.0,2024-04-12 12:59:27.119801,2024-04-12 12:59:27.313826,0 days 00:00:00.194025,30.0,60.0,0.58,0.29000000000000004,-30.0,0.12000000000000001,90.0,COMPLETE,,,,,,,,,
455.0,0.0,2024-04-12 12:59:27.314803,2024-04-12 12:59:27.530828,0 days 00:00:00.216025,90.0,20.0,0.74,0.81,-30.0,0.48,100.0,COMPLETE,,,,,,,,,
456.0,0.0,2024-04-12 12:59:27.532803,2024-04-12 12:59:27.841802,0 days 00:00:00.308999,80.0,50.0,0.62,0.53,-20.0,0.4,80.0,COMPLETE,,,,,,,,,
457.0,0.0,2024-04-12 12:59:27.843802,2024-04-12 12:59:27.968040,0 days 00:00:00.124238,10.0,40.0,0.26,0.49,-10.0,0.7,50.0,COMPLETE,,,,,,,,,
458.0,0.0,2024-04-12 12:59:27.969647,2024-04-12 12:59:28.108393,0 days 00:00:00.138746,60.0,10.0,0.52,0.43,-40.0,0.82,40.0,COMPLETE,,,,,,,,,
459.0,0.0,2024-04-12 12:59:28.109368,2024-04-12 12:59:28.340367,0 days 00:00:00.230999,30.0,80.0,0.6799999999999999,0.75,-70.0,0.9,70.0,COMPLETE,,,,,,,,,
460.0,0.0,2024-04-12 12:59:28.341367,2024-04-12 12:59:28.667395,0 days 00:00:00.326028,40.0,100.0,0.44000000000000006,0.8300000000000001,-10.0,0.88,60.0,COMPLETE,,,,,,,,,
461.0,0.0,2024-04-12 12:59:28.669367,2024-04-12 12:59:28.820392,0 days 00:00:00.151025,30.0,30.0,0.5,0.67,-50.0,0.58,0.0,COMPLETE,,,,,,,,,
462.0,0.0,2024-04-12 12:59:28.822368,2024-04-12 12:59:29.000391,0 days 00:00:00.178023,50.0,30.0,0.12000000000000001,0.06999999999999999,0.0,0.6,80.0,COMPLETE,,,,,,,,,
463.0,0.0,2024-04-12 12:59:29.002369,2024-04-12 12:59:29.178367,0 days 00:00:00.175998,20.0,70.0,0.2,0.03,-20.0,0.92,30.0,COMPLETE,,,,,,,,,
464.0,0.0,2024-04-12 12:59:29.180366,2024-04-12 12:59:29.317389,0 days 00:00:00.137023,10.0,50.0,0.66,0.35000000000000003,-30.0,0.32,60.0,COMPLETE,,,,,,,,,
465.0,0.0,2024-04-12 12:59:29.319368,2024-04-12 12:59:29.479391,0 days 00:00:00.160023,100.0,10.0,0.48,0.19,-20.0,0.94,20.0,COMPLETE,,,,,,,,,
466.0,0.0,2024-04-12 12:59:29.481368,2024-04-12 12:59:29.645395,0 days 00:00:00.164027,30.0,40.0,0.8,0.55,-80.0,0.72,50.0,COMPLETE,,,,,,,,,
467.0,0.0,2024-04-12 12:59:29.647374,2024-04-12 12:59:29.775396,0 days 00:00:00.128022,20.0,20.0,0.33999999999999997,0.41000000000000003,-40.0,0.2,90.0,COMPLETE,,,,,,,,,
468.0,0.0,2024-04-12 12:59:29.776404,2024-04-12 12:59:29.924393,0 days 00:00:00.147989,40.0,20.0,0.56,0.9500000000000001,0.0,0.56,100.0,COMPLETE,,,,,,,,,
469.0,0.0,2024-04-12 12:59:29.925365,2024-04-12 12:59:30.205823,0 days 00:00:00.280458,30.0,100.0,0.94,0.7100000000000001,-20.0,0.5,70.0,COMPLETE,,,,,,,,,
470.0,0.0,2024-04-12 12:59:30.207824,2024-04-12 12:59:30.608825,0 days 00:00:00.401001,70.0,80.0,0.72,0.05,-50.0,0.38,60.0,COMPLETE,,,,,,,,,
471.0,0.0,2024-04-12 12:59:30.609824,2024-04-12 12:59:31.013826,0 days 00:00:00.404002,60.0,90.0,0.14,0.79,-30.0,0.28,10.0,COMPLETE,,,,,,,,,
472.0,0.0,2024-04-12 12:59:31.014826,2024-04-12 12:59:31.138846,0 days 00:00:00.124020,30.0,10.0,0.30000000000000004,0.23,-100.0,0.6799999999999999,80.0,COMPLETE,,,,,,,,,
473.0,0.0,2024-04-12 12:59:31.139846,2024-04-12 12:59:31.406851,0 days 00:00:00.267005,50.0,60.0,0.6,0.77,-20.0,0.86,90.0,COMPLETE,,,,,,,,,
474.0,0.0,2024-04-12 12:59:31.408847,2024-04-12 12:59:31.594829,0 days 00:00:00.185982,40.0,40.0,0.84,0.11,-90.0,0.78,50.0,COMPLETE,,,,,,,,,
475.0,0.0,2024-04-12 12:59:31.596828,2024-04-12 12:59:31.767824,0 days 00:00:00.170996,20.0,50.0,0.78,0.63,-10.0,0.62,70.0,COMPLETE,,,,,,,,,
476.0,0.0,2024-04-12 12:59:31.769826,2024-04-12 12:59:31.881849,0 days 00:00:00.112023,10.0,10.0,0.74,0.27,-40.0,1.0,60.0,COMPLETE,,,,,,,,,
477.0,0.0,2024-04-12 12:59:31.883825,2024-04-12 12:59:32.125850,0 days 00:00:00.242025,90.0,30.0,0.1,0.73,-60.0,0.44000000000000006,30.0,COMPLETE,,,,,,,,,
478.0,0.0,2024-04-12 12:59:32.126824,2024-04-12 12:59:32.380053,0 days 00:00:00.253229,30.0,90.0,1.0,0.47000000000000003,-30.0,0.96,40.0,COMPLETE,,,,,,,,,
479.0,0.0,2024-04-12 12:59:32.382054,2024-04-12 12:59:32.915061,0 days 00:00:00.533007,80.0,100.0,0.88,0.65,0.0,0.16,20.0,COMPLETE,,,,,,,,,
480.0,0.0,2024-04-12 12:59:32.916053,2024-04-12 12:59:33.171053,0 days 00:00:00.255000,40.0,70.0,0.92,0.51,-10.0,0.88,100.0,COMPLETE,,,,,,,,,
481.0,0.0,2024-04-12 12:59:33.172054,2024-04-12 12:59:33.488077,0 days 00:00:00.316023,70.0,60.0,0.36,0.01,-20.0,0.33999999999999997,80.0,COMPLETE,,,,,,,,,
482.0,0.0,2024-04-12 12:59:33.489053,2024-04-12 12:59:33.609055,0 days 00:00:00.120002,10.0,20.0,0.64,0.59,-40.0,0.42000000000000004,70.0,COMPLETE,,,,,,,,,
483.0,0.0,2024-04-12 12:59:33.610052,2024-04-12 12:59:33.818080,0 days 00:00:00.208028,50.0,40.0,0.54,0.33,-70.0,0.64,50.0,COMPLETE,,,,,,,,,
484.0,0.0,2024-04-12 12:59:33.820056,2024-04-12 12:59:33.999085,0 days 00:00:00.179029,100.0,10.0,0.28,0.45,-20.0,0.1,70.0,COMPLETE,,,,,,,,,
485.0,0.0,2024-04-12 12:59:34.001054,2024-04-12 12:59:34.160053,0 days 00:00:00.158999,30.0,30.0,0.4,0.43,-50.0,0.76,0.0,COMPLETE,,,,,,,,,
486.0,0.0,2024-04-12 12:59:34.161053,2024-04-12 12:59:34.485536,0 days 00:00:00.324483,40.0,100.0,0.82,0.91,-30.0,0.82,90.0,COMPLETE,,,,,,,,,
487.0,0.0,2024-04-12 12:59:34.486538,2024-04-12 12:59:34.643564,0 days 00:00:00.157026,20.0,50.0,0.18,0.39,-20.0,0.22,60.0,COMPLETE,,,,,,,,,
488.0,0.0,2024-04-12 12:59:34.644537,2024-04-12 12:59:34.873561,0 days 00:00:00.229024,30.0,80.0,0.7,0.21000000000000002,-30.0,0.66,80.0,COMPLETE,,,,,,,,,
489.0,0.0,2024-04-12 12:59:34.874560,2024-04-12 12:59:34.991536,0 days 00:00:00.116976,10.0,10.0,0.96,0.49,-80.0,0.56,10.0,COMPLETE,,,,,,,,,
490.0,0.0,2024-04-12 12:59:34.992537,2024-04-12 12:59:35.149563,0 days 00:00:00.157026,30.0,30.0,0.76,0.75,-10.0,0.8,100.0,COMPLETE,,,,,,,,,
491.0,0.0,2024-04-12 12:59:35.150556,2024-04-12 12:59:35.301537,0 days 00:00:00.150981,40.0,20.0,0.86,0.05,-40.0,0.72,50.0,COMPLETE,,,,,,,,,
492.0,0.0,2024-04-12 12:59:35.303536,2024-04-12 12:59:35.539693,0 days 00:00:00.236157,60.0,40.0,0.22,0.6900000000000001,-10.0,0.14,60.0,COMPLETE,,,,,,,,,
493.0,0.0,2024-04-12 12:59:35.541696,2024-04-12 12:59:35.790042,0 days 00:00:00.248346,50.0,50.0,0.92,0.31,-90.0,0.52,40.0,COMPLETE,,,,,,,,,
494.0,0.0,2024-04-12 12:59:35.791043,2024-04-12 12:59:35.971468,0 days 00:00:00.180425,20.0,60.0,0.12000000000000001,0.37,0.0,0.45999999999999996,70.0,COMPLETE,,,,,,,,,
495.0,0.0,2024-04-12 12:59:35.972479,2024-04-12 12:59:36.253465,0 days 00:00:00.280986,30.0,100.0,0.98,0.15000000000000002,-50.0,0.6799999999999999,80.0,COMPLETE,,,,,,,,,
496.0,0.0,2024-04-12 12:59:36.254482,2024-04-12 12:59:36.382397,0 days 00:00:00.127915,10.0,20.0,0.66,0.09,-20.0,0.12000000000000001,60.0,COMPLETE,,,,,,,,,
497.0,0.0,2024-04-12 12:59:36.384375,2024-04-12 12:59:36.853279,0 days 00:00:00.468904,100.0,70.0,0.72,0.13,-70.0,0.32,90.0,COMPLETE,,,,,,,,,
498.0,0.0,2024-04-12 12:59:36.854279,2024-04-12 12:59:37.026310,0 days 00:00:00.172031,40.0,30.0,0.82,0.41000000000000003,-30.0,0.18,30.0,COMPLETE,,,,,,,,,
499.0,0.0,2024-04-12 12:59:37.028279,2024-04-12 12:59:37.234278,0 days 00:00:00.205999,20.0,90.0,0.64,0.9500000000000001,-20.0,0.36,40.0,COMPLETE,,,,,,,,,
500.0,0.0,2024-04-12 12:59:37.236278,2024-04-12 12:59:37.365276,0 days 00:00:00.128998,30.0,10.0,0.6799999999999999,0.55,-60.0,0.86,50.0,COMPLETE,,,,,,,,,
501.0,0.0,2024-04-12 12:59:37.367279,2024-04-12 12:59:37.604277,0 days 00:00:00.236998,60.0,40.0,0.16,0.85,-10.0,0.94,70.0,COMPLETE,,,,,,,,,
502.0,0.0,2024-04-12 12:59:37.605286,2024-04-12 12:59:37.773304,0 days 00:00:00.168018,80.0,10.0,0.44000000000000006,0.97,-50.0,0.92,20.0,COMPLETE,,,,,,,,,
503.0,0.0,2024-04-12 12:59:37.774278,2024-04-12 12:59:38.087303,0 days 00:00:00.313025,40.0,100.0,0.45999999999999996,0.03,-30.0,0.74,60.0,COMPLETE,,,,,,,,,
504.0,0.0,2024-04-12 12:59:38.089285,2024-04-12 12:59:38.323302,0 days 00:00:00.234017,30.0,80.0,0.78,0.79,-40.0,0.9,100.0,COMPLETE,,,,,,,,,
505.0,0.0,2024-04-12 12:59:38.325279,2024-04-12 12:59:38.496311,0 days 00:00:00.171032,20.0,60.0,0.38,0.01,-100.0,0.54,90.0,COMPLETE,,,,,,,,,
506.0,0.0,2024-04-12 12:59:38.498303,2024-04-12 12:59:38.702272,0 days 00:00:00.203969,70.0,20.0,0.84,0.17,-20.0,0.84,80.0,COMPLETE,,,,,,,,,
507.0,0.0,2024-04-12 12:59:38.704271,2024-04-12 12:59:38.892413,0 days 00:00:00.188142,30.0,50.0,0.8,0.89,0.0,0.30000000000000004,10.0,COMPLETE,,,,,,,,,
508.0,0.0,2024-04-12 12:59:38.894388,2024-04-12 12:59:39.039870,0 days 00:00:00.145482,10.0,70.0,0.58,0.61,-20.0,0.38,70.0,COMPLETE,,,,,,,,,
509.0,0.0,2024-04-12 12:59:39.041846,2024-04-12 12:59:39.379845,0 days 00:00:00.337999,50.0,90.0,0.24000000000000002,0.06999999999999999,-30.0,0.98,90.0,COMPLETE,,,,,,,,,
510.0,0.0,2024-04-12 12:59:39.380845,2024-04-12 12:59:39.504877,0 days 00:00:00.124032,20.0,10.0,0.9,0.47000000000000003,-10.0,0.24000000000000002,50.0,COMPLETE,,,,,,,,,
511.0,0.0,2024-04-12 12:59:39.505849,2024-04-12 12:59:39.659870,0 days 00:00:00.154021,40.0,20.0,0.7,0.8300000000000001,-20.0,0.14,0.0,COMPLETE,,,,,,,,,
512.0,0.0,2024-04-12 12:59:39.660846,2024-04-12 12:59:39.833845,0 days 00:00:00.172999,30.0,40.0,0.14,0.77,-40.0,0.66,30.0,COMPLETE,,,,,,,,,
513.0,0.0,2024-04-12 12:59:39.834845,2024-04-12 12:59:40.326872,0 days 00:00:00.492027,70.0,100.0,0.5,0.27,-60.0,0.18,70.0,COMPLETE,,,,,,,,,
514.0,0.0,2024-04-12 12:59:40.328847,2024-04-12 12:59:40.537844,0 days 00:00:00.208997,60.0,30.0,0.74,0.65,-90.0,0.5,60.0,COMPLETE,,,,,,,,,
515.0,0.0,2024-04-12 12:59:40.538845,2024-04-12 12:59:40.656868,0 days 00:00:00.118023,10.0,10.0,0.62,0.73,0.0,0.7,40.0,COMPLETE,,,,,,,,,
516.0,0.0,2024-04-12 12:59:40.657870,2024-04-12 12:59:40.894237,0 days 00:00:00.236367,40.0,60.0,0.1,0.41000000000000003,-30.0,0.96,50.0,COMPLETE,,,,,,,,,
517.0,0.0,2024-04-12 12:59:40.896216,2024-04-12 12:59:41.386216,0 days 00:00:00.490000,90.0,80.0,0.33999999999999997,0.45,-50.0,1.0,80.0,COMPLETE,,,,,,,,,
518.0,0.0,2024-04-12 12:59:41.388218,2024-04-12 12:59:41.764238,0 days 00:00:00.376020,100.0,50.0,0.54,0.21000000000000002,-20.0,0.62,60.0,COMPLETE,,,,,,,,,
519.0,0.0,2024-04-12 12:59:41.765237,2024-04-12 12:59:41.938237,0 days 00:00:00.173000,30.0,40.0,0.8,0.53,-10.0,0.16,100.0,COMPLETE,,,,,,,,,
520.0,0.0,2024-04-12 12:59:41.939217,2024-04-12 12:59:42.127243,0 days 00:00:00.188026,50.0,30.0,0.84,0.51,-30.0,0.88,80.0,COMPLETE,,,,,,,,,
521.0,0.0,2024-04-12 12:59:42.129217,2024-04-12 12:59:42.668216,0 days 00:00:00.538999,80.0,100.0,0.32,0.35000000000000003,-80.0,0.42000000000000004,20.0,COMPLETE,,,,,,,,,
522.0,0.0,2024-04-12 12:59:42.669216,2024-04-12 12:59:42.800216,0 days 00:00:00.131000,30.0,10.0,0.76,0.5700000000000001,-70.0,0.12000000000000001,90.0,COMPLETE,,,,,,,,,
523.0,0.0,2024-04-12 12:59:42.801216,2024-04-12 12:59:42.935991,0 days 00:00:00.134775,20.0,20.0,0.28,0.03,-20.0,0.2,70.0,COMPLETE,,,,,,,,,
524.0,0.0,2024-04-12 12:59:42.937651,2024-04-12 12:59:43.105586,0 days 00:00:00.167935,30.0,40.0,0.88,0.23,-40.0,0.33999999999999997,60.0,COMPLETE,,,,,,,,,
525.0,0.0,2024-04-12 12:59:43.106560,2024-04-12 12:59:43.411584,0 days 00:00:00.305024,40.0,90.0,0.6799999999999999,0.47000000000000003,-100.0,0.78,70.0,COMPLETE,,,,,,,,,
526.0,0.0,2024-04-12 12:59:43.413559,2024-04-12 12:59:43.540584,0 days 00:00:00.127025,10.0,30.0,0.6,0.29000000000000004,-50.0,0.58,100.0,COMPLETE,,,,,,,,,
527.0,0.0,2024-04-12 12:59:43.541563,2024-04-12 12:59:43.712584,0 days 00:00:00.171021,20.0,60.0,0.98,0.43,-30.0,0.24000000000000002,80.0,COMPLETE,,,,,,,,,
528.0,0.0,2024-04-12 12:59:43.714559,2024-04-12 12:59:43.846587,0 days 00:00:00.132028,30.0,10.0,0.94,0.73,0.0,0.48,90.0,COMPLETE,,,,,,,,,
529.0,0.0,2024-04-12 12:59:43.847558,2024-04-12 12:59:44.014560,0 days 00:00:00.167002,50.0,20.0,0.56,0.67,-20.0,0.8,60.0,COMPLETE,,,,,,,,,
530.0,0.0,2024-04-12 12:59:44.016560,2024-04-12 12:59:44.338587,0 days 00:00:00.322027,40.0,100.0,0.52,0.87,-10.0,0.76,50.0,COMPLETE,,,,,,,,,
531.0,0.0,2024-04-12 12:59:44.340560,2024-04-12 12:59:44.491582,0 days 00:00:00.151022,10.0,70.0,0.14,0.81,-80.0,0.84,10.0,COMPLETE,,,,,,,,,
532.0,0.0,2024-04-12 12:59:44.493560,2024-04-12 12:59:44.649584,0 days 00:00:00.156024,30.0,30.0,0.72,0.49,-20.0,0.6,30.0,COMPLETE,,,,,,,,,
533.0,0.0,2024-04-12 12:59:44.651560,2024-04-12 12:59:44.845584,0 days 00:00:00.194024,30.0,50.0,0.45999999999999996,0.37,-40.0,0.52,70.0,COMPLETE,,,,,,,,,
534.0,0.0,2024-04-12 12:59:44.847561,2024-04-12 12:59:44.987560,0 days 00:00:00.139999,50.0,10.0,0.78,0.06999999999999999,-30.0,0.4,80.0,COMPLETE,,,,,,,,,
535.0,0.0,2024-04-12 12:59:44.988559,2024-04-12 12:59:45.239350,0 days 00:00:00.250791,60.0,40.0,0.48,0.93,-20.0,0.1,40.0,COMPLETE,,,,,,,,,
536.0,0.0,2024-04-12 12:59:45.240352,2024-04-12 12:59:45.767327,0 days 00:00:00.526975,100.0,80.0,0.12000000000000001,0.59,-40.0,0.44000000000000006,90.0,COMPLETE,,,,,,,,,
537.0,0.0,2024-04-12 12:59:45.768326,2024-04-12 12:59:45.915350,0 days 00:00:00.147024,10.0,60.0,0.86,0.99,-50.0,0.26,60.0,COMPLETE,,,,,,,,,
538.0,0.0,2024-04-12 12:59:45.917327,2024-04-12 12:59:46.168348,0 days 00:00:00.251021,40.0,70.0,0.82,0.01,0.0,0.74,0.0,COMPLETE,,,,,,,,,
539.0,0.0,2024-04-12 12:59:46.169326,2024-04-12 12:59:46.390326,0 days 00:00:00.221000,20.0,100.0,0.18,0.6900000000000001,-30.0,0.92,50.0,COMPLETE,,,,,,,,,
540.0,0.0,2024-04-12 12:59:46.391348,2024-04-12 12:59:46.535353,0 days 00:00:00.144005,30.0,20.0,0.30000000000000004,0.13,-90.0,0.64,100.0,COMPLETE,,,,,,,,,
541.0,0.0,2024-04-12 12:59:46.537327,2024-04-12 12:59:46.690326,0 days 00:00:00.152999,70.0,10.0,0.76,0.11,-60.0,0.88,70.0,COMPLETE,,,,,,,,,
542.0,0.0,2024-04-12 12:59:46.692327,2024-04-12 12:59:46.914346,0 days 00:00:00.222019,40.0,50.0,0.64,0.63,-10.0,0.6799999999999999,60.0,COMPLETE,,,,,,,,,
543.0,0.0,2024-04-12 12:59:46.916327,2024-04-12 12:59:47.114350,0 days 00:00:00.198023,20.0,80.0,0.2,0.7100000000000001,-70.0,0.36,20.0,COMPLETE,,,,,,,,,
544.0,0.0,2024-04-12 12:59:47.115326,2024-04-12 12:59:47.371939,0 days 00:00:00.256613,30.0,90.0,0.26,0.19,-20.0,0.2,80.0,COMPLETE,,,,,,,,,
545.0,0.0,2024-04-12 12:59:47.373938,2024-04-12 12:59:47.535963,0 days 00:00:00.162025,70.0,10.0,0.9,0.25,-10.0,0.30000000000000004,50.0,COMPLETE,,,,,,,,,
546.0,0.0,2024-04-12 12:59:47.536939,2024-04-12 12:59:47.742960,0 days 00:00:00.206021,60.0,30.0,0.42000000000000004,0.09,-30.0,0.9,90.0,COMPLETE,,,,,,,,,
