number,value,datetime_start,datetime_complete,duration,params_gene_max,params_gene_min,params_mutation_ratio,params_no_generations,params_population_size,params_var,state,population_size,mutation_ratio,no_generations,gene_min,gene_max,var,best_value,record_type
133.0,0.0002310592630347642,2024-04-26 00:47:36.094213,2024-04-26 00:47:38.629203,0 days 00:00:02.534990,460.0,-120.0,0.30000000000000004,900.0,430.0,2.0,COMPLETE,,,,,,,,
134.0,0.0014262723411765422,2024-04-26 00:47:38.630184,2024-04-26 00:47:41.351614,0 days 00:00:02.721430,480.0,-160.0,0.2,940.0,450.0,2.0,COMPLETE,,,,,,,,
135.0,0.00220989339857177,2024-04-26 00:47:41.352614,2024-04-26 00:47:43.974743,0 days 00:00:02.622129,120.0,-120.0,0.30000000000000004,860.0,470.0,2.0,COMPLETE,,,,,,,,
136.0,0.0010246273916522431,2024-04-26 00:47:43.975742,2024-04-26 00:47:44.685891,0 days 00:00:00.710149,400.0,-80.0,0.1,220.0,490.0,2.0,COMPLETE,,,,,,,,
137.0,0.02421863113817622,2024-04-26 00:47:44.686893,2024-04-26 00:47:45.030892,0 days 00:00:00.343999,380.0,-140.0,0.2,980.0,50.0,2.0,COMPLETE,,,,,,,,
138.0,0.0001476245782682376,2024-04-26 00:47:45.031891,2024-04-26 00:47:47.584408,0 days 00:00:02.552517,440.0,-300.0,0.30000000000000004,900.0,430.0,2.0,COMPLETE,,,,,,,,
139.0,0.0005966012099885704,2024-04-26 00:47:47.585410,2024-04-26 00:47:49.644634,0 days 00:00:02.059224,360.0,-140.0,0.1,980.0,350.0,2.0,COMPLETE,,,,,,,,
140.0,0.0009892103000557297,2024-04-26 00:47:49.646635,2024-04-26 00:47:52.120438,0 days 00:00:02.473803,480.0,-100.0,0.2,820.0,470.0,2.0,COMPLETE,,,,,,,,
141.0,0.0009292506809299721,2024-04-26 00:47:52.121439,2024-04-26 00:47:54.509396,0 days 00:00:02.387957,440.0,-300.0,0.30000000000000004,860.0,430.0,2.0,COMPLETE,,,,,,,,
142.0,0.0020745209592313587,2024-04-26 00:47:54.511395,2024-04-26 00:47:56.930766,0 days 00:00:02.419371,460.0,-320.0,0.30000000000000004,900.0,410.0,2.0,COMPLETE,,,,,,,,
143.0,0.00022867851368749023,2024-04-26 00:47:56.931899,2024-04-26 00:47:58.532981,0 days 00:00:01.601082,400.0,-260.0,0.30000000000000004,940.0,270.0,2.0,COMPLETE,,,,,,,,
144.0,0.00017601754833354666,2024-04-26 00:47:58.533999,2024-04-26 00:48:01.390909,0 days 00:00:02.856910,420.0,-300.0,0.4,940.0,450.0,2.0,COMPLETE,,,,,,,,
145.0,0.0012534749294470919,2024-04-26 00:48:01.391908,2024-04-26 00:48:03.965019,0 days 00:00:02.573111,440.0,-280.0,0.4,900.0,430.0,2.0,COMPLETE,,,,,,,,
146.0,0.00035882115238734325,2024-04-26 00:48:03.966002,2024-04-26 00:48:06.639280,0 days 00:00:02.673278,420.0,-180.0,0.30000000000000004,980.0,410.0,2.0,COMPLETE,,,,,,,,
147.0,0.0004514974454688053,2024-04-26 00:48:06.640279,2024-04-26 00:48:07.781435,0 days 00:00:01.141156,460.0,-340.0,0.30000000000000004,380.0,450.0,2.0,COMPLETE,,,,,,,,
148.0,0.0008316763382383548,2024-04-26 00:48:07.782435,2024-04-26 00:48:09.862674,0 days 00:00:02.080239,400.0,-120.0,0.1,780.0,430.0,2.0,COMPLETE,,,,,,,,
149.0,0.0005291114514333408,2024-04-26 00:48:09.863679,2024-04-26 00:48:12.148927,0 days 00:00:02.285248,500.0,-320.0,0.2,940.0,390.0,2.0,COMPLETE,,,,,,,,
150.0,0.00023000073470312,2024-04-26 00:48:12.149929,2024-04-26 00:48:14.737656,0 days 00:00:02.587727,340.0,-140.0,0.2,860.0,470.0,2.0,COMPLETE,,,,,,,,
151.0,0.001930513725442271,2024-04-26 00:48:14.738658,2024-04-26 00:48:16.747835,0 days 00:00:02.009177,380.0,-300.0,0.2,820.0,390.0,2.0,COMPLETE,,,,,,,,
152.0,0.0002128698731222953,2024-04-26 00:48:16.748836,2024-04-26 00:48:17.801835,0 days 00:00:01.052999,360.0,-80.0,0.1,460.0,370.0,2.0,COMPLETE,,,,,,,,
153.0,0.0011319585409849426,2024-04-26 00:48:17.802839,2024-04-26 00:48:20.340339,0 days 00:00:02.537500,380.0,-40.0,0.2,980.0,410.0,2.0,COMPLETE,,,,,,,,
154.0,0.00023882843496014072,2024-04-26 00:48:20.341343,2024-04-26 00:48:21.312238,0 days 00:00:00.970895,380.0,-160.0,0.30000000000000004,420.0,350.0,2.0,COMPLETE,,,,,,,,
155.0,0.0014214906645961555,2024-04-26 00:48:21.313217,2024-04-26 00:48:24.137672,0 days 00:00:02.824455,400.0,-280.0,0.2,900.0,490.0,2.0,COMPLETE,,,,,,,,
156.0,0.0014512799159128007,2024-04-26 00:48:24.139647,2024-04-26 00:48:26.312369,0 days 00:00:02.172722,440.0,-100.0,0.1,980.0,370.0,2.0,COMPLETE,,,,,,,,
157.0,0.00138471719141453,2024-04-26 00:48:26.313368,2024-04-26 00:48:28.341507,0 days 00:00:02.028139,480.0,-160.0,0.30000000000000004,780.0,390.0,1.0,COMPLETE,,,,,,,,
158.0,0.0002584399595488884,2024-04-26 00:48:28.343506,2024-04-26 00:48:28.560507,0 days 00:00:00.217001,420.0,-120.0,0.1,60.0,450.0,2.0,COMPLETE,,,,,,,,
159.0,0.00264220758999061,2024-04-26 00:48:28.561506,2024-04-26 00:48:30.054283,0 days 00:00:01.492777,360.0,-220.0,0.5,500.0,430.0,2.0,COMPLETE,,,,,,,,
160.0,0.000532173336099629,2024-04-26 00:48:30.055282,2024-04-26 00:48:32.314207,0 days 00:00:02.258925,380.0,-260.0,0.2,860.0,410.0,2.0,COMPLETE,,,,,,,,
161.0,0.0008918786538222698,2024-04-26 00:48:32.315200,2024-04-26 00:48:33.064080,0 days 00:00:00.748880,440.0,-120.0,0.30000000000000004,300.0,370.0,2.0,COMPLETE,,,,,,,,
162.0,0.0002648893897406116,2024-04-26 00:48:33.066056,2024-04-26 00:48:35.414132,0 days 00:00:02.348076,460.0,-60.0,0.30000000000000004,940.0,390.0,2.0,COMPLETE,,,,,,,,
163.0,0.00044582468874212214,2024-04-26 00:48:35.415132,2024-04-26 00:48:37.470781,0 days 00:00:02.055649,400.0,-140.0,0.30000000000000004,900.0,350.0,2.0,COMPLETE,,,,,,,,
164.0,0.0010605258536520558,2024-04-26 00:48:37.471914,2024-04-26 00:48:39.700840,0 days 00:00:02.228926,500.0,-180.0,0.30000000000000004,940.0,370.0,2.0,COMPLETE,,,,,,,,
165.0,1.3289008676173386e-05,2024-04-26 00:48:39.701839,2024-04-26 00:48:42.351348,0 days 00:00:02.649509,420.0,-120.0,0.4,820.0,470.0,2.0,COMPLETE,,,,,,,,
166.0,0.00015814551645078936,2024-04-26 00:48:42.352352,2024-04-26 00:48:42.860349,0 days 00:00:00.507997,420.0,-140.0,0.4,140.0,490.0,2.0,COMPLETE,,,,,,,,
167.0,0.001361983010182723,2024-04-26 00:48:42.862350,2024-04-26 00:48:45.589082,0 days 00:00:02.726732,420.0,-100.0,0.6,820.0,470.0,2.0,COMPLETE,,,,,,,,
168.0,0.0018029559176863325,2024-04-26 00:48:45.590084,2024-04-26 00:48:48.098984,0 days 00:00:02.508900,400.0,-60.0,0.4,820.0,450.0,2.0,COMPLETE,,,,,,,,
169.0,0.0013068790486618703,2024-04-26 00:48:48.100139,2024-04-26 00:48:50.346473,0 days 00:00:02.246334,400.0,-20.0,0.1,740.0,490.0,2.0,COMPLETE,,,,,,,,
170.0,0.000790737714140237,2024-04-26 00:48:50.347471,2024-04-26 00:48:52.648111,0 days 00:00:02.300640,440.0,-320.0,0.1,780.0,470.0,2.0,COMPLETE,,,,,,,,
171.0,7.025458862608743e-05,2024-04-26 00:48:52.649112,2024-04-26 00:48:55.033829,0 days 00:00:02.384717,460.0,-120.0,0.30000000000000004,860.0,430.0,2.0,COMPLETE,,,,,,,,
172.0,9.278642720930042e-05,2024-04-26 00:48:55.034854,2024-04-26 00:48:57.475555,0 days 00:00:02.440701,460.0,-120.0,0.30000000000000004,860.0,430.0,2.0,COMPLETE,,,,,,,,
173.0,0.0014130964054088493,2024-04-26 00:48:57.477533,2024-04-26 00:48:59.874869,0 days 00:00:02.397336,460.0,-120.0,0.30000000000000004,860.0,430.0,2.0,COMPLETE,,,,,,,,
174.0,0.0028830784557046848,2024-04-26 00:48:59.876873,2024-04-26 00:49:02.509573,0 days 00:00:02.632700,480.0,-120.0,0.4,860.0,450.0,2.0,COMPLETE,,,,,,,,
175.0,0.00413399241346906,2024-04-26 00:49:02.510572,2024-04-26 00:49:04.792225,0 days 00:00:02.281653,460.0,-100.0,0.30000000000000004,820.0,430.0,2.0,COMPLETE,,,,,,,,
176.0,0.0006120713167950484,2024-04-26 00:49:04.793204,2024-04-26 00:49:07.575396,0 days 00:00:02.782192,460.0,-140.0,0.30000000000000004,900.0,470.0,2.0,COMPLETE,,,,,,,,
177.0,0.0003037970211946518,2024-04-26 00:49:07.577374,2024-04-26 00:49:09.872533,0 days 00:00:02.295159,440.0,-120.0,0.30000000000000004,820.0,430.0,2.0,COMPLETE,,,,,,,,
178.0,0.008588340854655544,2024-04-26 00:49:09.874535,2024-04-26 00:49:12.493590,0 days 00:00:02.619055,480.0,-100.0,0.4,860.0,450.0,2.0,COMPLETE,,,,,,,,
179.0,0.0025307834533126595,2024-04-26 00:49:12.494612,2024-04-26 00:49:15.092793,0 days 00:00:02.598181,480.0,-140.0,0.30000000000000004,980.0,410.0,2.0,COMPLETE,,,,,,,,
180.0,0.00028084680882248345,2024-04-26 00:49:15.094791,2024-04-26 00:49:18.162371,0 days 00:00:03.067580,420.0,-300.0,0.5,940.0,470.0,2.0,COMPLETE,,,,,,,,
181.0,0.0013603725235541994,2024-04-26 00:49:18.163372,2024-04-26 00:49:20.743656,0 days 00:00:02.580284,380.0,-160.0,0.30000000000000004,980.0,410.0,2.0,COMPLETE,,,,,,,,
182.0,0.0004522173430397518,2024-04-26 00:49:20.744676,2024-04-26 00:49:22.889109,0 days 00:00:02.144433,440.0,-240.0,0.2,780.0,430.0,2.0,COMPLETE,,,,,,,,
183.0,0.00042866571537297896,2024-04-26 00:49:22.890115,2024-04-26 00:49:25.397375,0 days 00:00:02.507260,460.0,-140.0,0.30000000000000004,860.0,450.0,2.0,COMPLETE,,,,,,,,
184.0,0.0006780900416252014,2024-04-26 00:49:25.398377,2024-04-26 00:49:26.652742,0 days 00:00:01.254365,380.0,-120.0,0.1,820.0,250.0,2.0,COMPLETE,,,,,,,,
185.0,0.0030821439214023133,2024-04-26 00:49:26.654382,2024-04-26 00:49:29.035393,0 days 00:00:02.381011,500.0,-160.0,0.30000000000000004,900.0,410.0,2.0,COMPLETE,,,,,,,,
186.0,0.0008493149992051305,2024-04-26 00:49:29.036375,2024-04-26 00:49:32.132601,0 days 00:00:03.096226,360.0,-80.0,0.2,980.0,490.0,2.0,COMPLETE,,,,,,,,
187.0,0.0024216197023050634,2024-04-26 00:49:32.133604,2024-04-26 00:49:33.759468,0 days 00:00:01.625864,400.0,-300.0,0.2,660.0,390.0,2.0,COMPLETE,,,,,,,,
188.0,0.0023933357762060616,2024-04-26 00:49:33.760469,2024-04-26 00:49:36.256441,0 days 00:00:02.495972,440.0,-120.0,0.1,940.0,430.0,2.0,COMPLETE,,,,,,,,
189.0,0.00012833958811068035,2024-04-26 00:49:36.257441,2024-04-26 00:49:38.885883,0 days 00:00:02.628442,420.0,-340.0,0.30000000000000004,860.0,470.0,2.0,COMPLETE,,,,,,,,
190.0,2.88606212827044e-05,2024-04-26 00:49:38.886882,2024-04-26 00:49:41.585798,0 days 00:00:02.698916,420.0,-340.0,0.30000000000000004,860.0,470.0,2.0,COMPLETE,,,,,,,,
191.0,0.0026510496263592244,2024-04-26 00:49:41.587479,2024-04-26 00:49:44.261223,0 days 00:00:02.673744,420.0,-340.0,0.30000000000000004,860.0,470.0,2.0,COMPLETE,,,,,,,,
192.0,0.0005003674052941273,2024-04-26 00:49:44.262224,2024-04-26 00:49:46.735607,0 days 00:00:02.473383,420.0,-340.0,0.30000000000000004,820.0,450.0,2.0,COMPLETE,,,,,,,,
193.0,0.0005499166513728097,2024-04-26 00:49:46.737584,2024-04-26 00:49:49.377963,0 days 00:00:02.640379,440.0,-360.0,0.30000000000000004,860.0,470.0,2.0,COMPLETE,,,,,,,,
194.0,0.00036157523976765527,2024-04-26 00:49:49.379968,2024-04-26 00:49:52.327116,0 days 00:00:02.947148,420.0,-340.0,0.30000000000000004,900.0,490.0,2.0,COMPLETE,,,,,,,,
195.0,0.00029402509068832285,2024-04-26 00:49:52.328093,2024-04-26 00:49:54.909420,0 days 00:00:02.581327,460.0,-320.0,0.30000000000000004,820.0,470.0,2.0,COMPLETE,,,,,,,,
196.0,0.0005227723078275346,2024-04-26 00:49:54.911420,2024-04-26 00:49:57.847957,0 days 00:00:02.936537,400.0,-360.0,0.4,860.0,490.0,2.0,COMPLETE,,,,,,,,
197.0,0.00037738743337863536,2024-04-26 00:49:57.848949,2024-04-26 00:50:00.578362,0 days 00:00:02.729413,440.0,-300.0,0.30000000000000004,900.0,450.0,2.0,COMPLETE,,,,,,,,
198.0,0.0028873921080475084,2024-04-26 00:50:00.580364,2024-04-26 00:50:03.706641,0 days 00:00:03.126277,460.0,-380.0,0.30000000000000004,980.0,470.0,2.0,COMPLETE,,,,,,,,
199.0,8.659059890510342e-05,2024-04-26 00:50:03.708619,2024-04-26 00:50:06.210464,0 days 00:00:02.501845,480.0,-320.0,0.30000000000000004,860.0,450.0,2.0,COMPLETE,,,,,,,,
200.0,0.0016019131770969878,2024-04-26 00:50:06.212439,2024-04-26 00:50:08.665075,0 days 00:00:02.452636,480.0,-320.0,0.30000000000000004,820.0,450.0,2.0,COMPLETE,,,,,,,,
201.0,0.0003226403083031761,2024-04-26 00:50:08.666076,2024-04-26 00:50:11.255858,0 days 00:00:02.589782,500.0,-320.0,0.30000000000000004,860.0,450.0,2.0,COMPLETE,,,,,,,,
202.0,0.0020039939850716964,2024-04-26 00:50:11.257864,2024-04-26 00:50:13.795125,0 days 00:00:02.537261,480.0,-340.0,0.30000000000000004,860.0,430.0,2.0,COMPLETE,,,,,,,,
203.0,0.0006373070053648767,2024-04-26 00:50:13.796833,2024-04-26 00:50:16.722460,0 days 00:00:02.925627,420.0,-100.0,0.30000000000000004,900.0,490.0,2.0,COMPLETE,,,,,,,,
204.0,0.0014140690384993517,2024-04-26 00:50:16.723439,2024-04-26 00:50:19.691731,0 days 00:00:02.968292,0.0,-280.0,0.30000000000000004,940.0,470.0,2.0,COMPLETE,,,,,,,,
205.0,0.0007816905879048043,2024-04-26 00:50:19.693707,2024-04-26 00:50:21.961373,0 days 00:00:02.267666,440.0,-320.0,0.4,780.0,430.0,2.0,COMPLETE,,,,,,,,
206.0,0.0007280927591384676,2024-04-26 00:50:21.963633,2024-04-26 00:50:24.423394,0 days 00:00:02.459761,460.0,-120.0,0.1,860.0,450.0,2.0,COMPLETE,,,,,,,,
207.0,0.00034992958036248725,2024-04-26 00:50:24.425394,2024-04-26 00:50:26.941762,0 days 00:00:02.516368,400.0,-300.0,0.30000000000000004,820.0,470.0,2.0,COMPLETE,,,,,,,,
208.0,0.0003630656113938942,2024-04-26 00:50:26.943752,2024-04-26 00:50:30.178622,0 days 00:00:03.234870,280.0,-360.0,0.30000000000000004,980.0,490.0,2.0,COMPLETE,,,,,,,,
209.0,0.0016409013615080069,2024-04-26 00:50:30.180631,2024-04-26 00:50:32.805101,0 days 00:00:02.624470,480.0,-140.0,0.1,940.0,450.0,2.0,COMPLETE,,,,,,,,
210.0,0.00019305382912269525,2024-04-26 00:50:32.806103,2024-04-26 00:50:35.663381,0 days 00:00:02.857278,420.0,-100.0,0.30000000000000004,900.0,470.0,2.0,COMPLETE,,,,,,,,
211.0,2.2779952833131054e-05,2024-04-26 00:50:35.665402,2024-04-26 00:50:37.796888,0 days 00:00:02.131486,240.0,-140.0,0.2,860.0,390.0,2.0,COMPLETE,,,,,,,,
212.0,0.0009715285465827606,2024-04-26 00:50:37.797888,2024-04-26 00:50:40.087239,0 days 00:00:02.289351,240.0,-140.0,0.2,860.0,410.0,2.0,COMPLETE,,,,,,,,
213.0,0.0006157025283809924,2024-04-26 00:50:40.088244,2024-04-26 00:50:42.335038,0 days 00:00:02.246794,440.0,-160.0,0.2,820.0,430.0,2.0,COMPLETE,,,,,,,,
214.0,0.0006146171578866006,2024-04-26 00:50:42.336037,2024-04-26 00:50:44.497750,0 days 00:00:02.161713,240.0,-140.0,0.2,860.0,390.0,2.0,COMPLETE,,,,,,,,
215.0,0.0032415958311066435,2024-04-26 00:50:44.499731,2024-04-26 00:50:47.223374,0 days 00:00:02.723643,400.0,-120.0,0.30000000000000004,980.0,430.0,2.0,COMPLETE,,,,,,,,
216.0,0.0018663174869338684,2024-04-26 00:50:47.224374,2024-04-26 00:50:49.342602,0 days 00:00:02.118228,240.0,-320.0,0.1,820.0,410.0,2.0,COMPLETE,,,,,,,,
217.0,0.00028154402778332295,2024-04-26 00:50:49.343605,2024-04-26 00:50:50.195037,0 days 00:00:00.851432,260.0,-180.0,0.2,900.0,150.0,1.0,COMPLETE,,,,,,,,
218.0,5.8623649816185444e-05,2024-04-26 00:50:50.196030,2024-04-26 00:50:52.507519,0 days 00:00:02.311489,220.0,-120.0,0.30000000000000004,780.0,450.0,2.0,COMPLETE,,,,,,,,
219.0,0.0004839304483711174,2024-04-26 00:50:52.508521,2024-04-26 00:50:55.050209,0 days 00:00:02.541688,260.0,-120.0,0.4,820.0,450.0,2.0,COMPLETE,,,,,,,,
220.0,0.0006771269568227241,2024-04-26 00:50:55.051208,2024-04-26 00:50:57.719062,0 days 00:00:02.667854,240.0,-140.0,0.5,780.0,490.0,2.0,COMPLETE,,,,,,,,
221.0,0.0017465349037179916,2024-04-26 00:50:57.720042,2024-04-26 00:51:00.388737,0 days 00:00:02.668695,380.0,-120.0,0.30000000000000004,860.0,470.0,2.0,COMPLETE,,,,,,,,
222.0,0.0005787834013004134,2024-04-26 00:51:00.389735,2024-04-26 00:51:02.670974,0 days 00:00:02.281239,220.0,-100.0,0.30000000000000004,820.0,430.0,2.0,COMPLETE,,,,,,,,
223.0,7.837077410233295e-06,2024-04-26 00:51:02.671975,2024-04-26 00:51:05.356670,0 days 00:00:02.684695,460.0,-120.0,0.30000000000000004,900.0,450.0,2.0,COMPLETE,,,,,,,,
224.0,0.00112860753704896,2024-04-26 00:51:05.357668,2024-04-26 00:51:07.872222,0 days 00:00:02.514554,220.0,-120.0,0.30000000000000004,860.0,450.0,2.0,COMPLETE,,,,,,,,
225.0,0.0005407698829571903,2024-04-26 00:51:07.873198,2024-04-26 00:51:10.805840,0 days 00:00:02.932642,220.0,-140.0,0.30000000000000004,940.0,470.0,2.0,COMPLETE,,,,,,,,
226.0,9.532864571375869e-05,2024-04-26 00:51:10.807820,2024-04-26 00:51:13.558550,0 days 00:00:02.750730,200.0,-160.0,0.1,980.0,450.0,2.0,COMPLETE,,,,,,,,
227.0,0.000813866357228405,2024-04-26 00:51:13.560552,2024-04-26 00:51:16.327261,0 days 00:00:02.766709,200.0,-160.0,0.1,980.0,450.0,2.0,COMPLETE,,,,,,,,
228.0,0.0001149659045259606,2024-04-26 00:51:16.328278,2024-04-26 00:51:19.052257,0 days 00:00:02.723979,480.0,-160.0,0.1,980.0,450.0,2.0,COMPLETE,,,,,,,,
229.0,0.00047515801309900175,2024-04-26 00:51:19.054260,2024-04-26 00:51:21.842789,0 days 00:00:02.788529,180.0,-160.0,0.1,980.0,450.0,2.0,COMPLETE,,,,,,,,
230.0,0.0001723062040954604,2024-04-26 00:51:21.844763,2024-04-26 00:51:24.739901,0 days 00:00:02.895138,480.0,-140.0,0.1,980.0,470.0,2.0,COMPLETE,,,,,,,,
231.0,0.000505752823987051,2024-04-26 00:51:24.740904,2024-04-26 00:51:27.492637,0 days 00:00:02.751733,220.0,-160.0,0.1,980.0,450.0,2.0,COMPLETE,,,,,,,,
232.0,0.00015374926200815316,2024-04-26 00:51:27.493637,2024-04-26 00:51:30.327663,0 days 00:00:02.834026,500.0,-180.0,0.1,980.0,470.0,2.0,COMPLETE,,,,,,,,
233.0,0.0018293328000473694,2024-04-26 00:51:30.328658,2024-04-26 00:51:33.100442,0 days 00:00:02.771784,200.0,-140.0,0.1,980.0,450.0,2.0,COMPLETE,,,,,,,,
234.0,1.4045734290326672e-05,2024-04-26 00:51:33.101624,2024-04-26 00:51:35.589245,0 days 00:00:02.487621,460.0,-160.0,0.1,940.0,430.0,2.0,COMPLETE,,,,,,,,
235.0,0.0010791600809468619,2024-04-26 00:51:35.590254,2024-04-26 00:51:38.109569,0 days 00:00:02.519315,200.0,-160.0,0.1,940.0,430.0,2.0,COMPLETE,,,,,,,,
236.0,0.0006273730050279898,2024-04-26 00:51:38.110568,2024-04-26 00:51:40.628543,0 days 00:00:02.517975,180.0,-120.0,0.1,940.0,430.0,2.0,COMPLETE,,,,,,,,
237.0,0.00012468970957484738,2024-04-26 00:51:40.630562,2024-04-26 00:51:43.302449,0 days 00:00:02.671887,460.0,-340.0,0.1,940.0,450.0,2.0,COMPLETE,,,,,,,,
238.0,0.0008478909790355395,2024-04-26 00:51:43.303451,2024-04-26 00:51:45.922530,0 days 00:00:02.619079,460.0,-340.0,0.1,940.0,450.0,2.0,COMPLETE,,,,,,,,
239.0,0.0008052417845024896,2024-04-26 00:51:45.923514,2024-04-26 00:51:48.576286,0 days 00:00:02.652772,460.0,-340.0,0.1,940.0,450.0,2.0,COMPLETE,,,,,,,,
240.0,0.0020159700679363147,2024-04-26 00:51:48.577285,2024-04-26 00:51:49.315285,0 days 00:00:00.738000,480.0,-180.0,0.1,260.0,430.0,2.0,COMPLETE,,,,,,,,
241.0,0.0008775293922262519,2024-04-26 00:51:49.317263,2024-04-26 00:51:52.146867,0 days 00:00:02.829604,460.0,-360.0,0.1,980.0,470.0,2.0,COMPLETE,,,,,,,,
242.0,0.0012922231573694815,2024-04-26 00:51:52.147867,2024-04-26 00:51:54.936902,0 days 00:00:02.789035,460.0,-120.0,0.1,980.0,450.0,2.0,COMPLETE,,,,,,,,
243.0,0.000303973244727516,2024-04-26 00:51:54.937911,2024-04-26 00:51:57.793846,0 days 00:00:02.855935,480.0,-140.0,0.1,980.0,470.0,2.0,COMPLETE,,,,,,,,
244.0,0.00021339441818056423,2024-04-26 00:51:57.794848,2024-04-26 00:52:00.705449,0 days 00:00:02.910601,200.0,-320.0,0.1,940.0,490.0,2.0,COMPLETE,,,,,,,,
245.0,4.598795785123941e-05,2024-04-26 00:52:00.706451,2024-04-26 00:52:03.405490,0 days 00:00:02.699039,220.0,-160.0,0.1,980.0,450.0,2.0,COMPLETE,,,,,,,,
246.0,0.0010311208667176759,2024-04-26 00:52:03.406472,2024-04-26 00:52:05.518497,0 days 00:00:02.112025,220.0,-500.0,0.1,780.0,430.0,2.0,COMPLETE,,,,,,,,
247.0,0.0006562120016824983,2024-04-26 00:52:05.519495,2024-04-26 00:52:08.125354,0 days 00:00:02.605859,200.0,-160.0,0.1,940.0,450.0,2.0,COMPLETE,,,,,,,,
248.0,0.0012415162002357284,2024-04-26 00:52:08.127349,2024-04-26 00:52:10.562116,0 days 00:00:02.434767,220.0,-200.0,0.1,900.0,430.0,2.0,COMPLETE,,,,,,,,
249.0,0.0011175229767627984,2024-04-26 00:52:10.564118,2024-04-26 00:52:12.859087,0 days 00:00:02.294969,500.0,-100.0,0.1,820.0,450.0,2.0,COMPLETE,,,,,,,,
250.0,7.65815663439627e-05,2024-04-26 00:52:12.861087,2024-04-26 00:52:15.612337,0 days 00:00:02.751250,240.0,-340.0,0.1,980.0,450.0,2.0,COMPLETE,,,,,,,,
251.0,0.0007732976409613288,2024-04-26 00:52:15.613344,2024-04-26 00:52:18.312998,0 days 00:00:02.699654,240.0,-340.0,0.1,980.0,450.0,2.0,COMPLETE,,,,,,,,
252.0,0.002456561228094575,2024-04-26 00:52:18.315018,2024-04-26 00:52:20.834231,0 days 00:00:02.519213,240.0,-360.0,0.1,940.0,430.0,2.0,COMPLETE,,,,,,,,
253.0,0.002544544513247972,2024-04-26 00:52:20.835212,2024-04-26 00:52:23.967192,0 days 00:00:03.131980,260.0,-320.0,0.6,980.0,450.0,2.0,COMPLETE,,,,,,,,
254.0,0.0003427414555385172,2024-04-26 00:52:23.969188,2024-04-26 00:52:26.596957,0 days 00:00:02.627769,240.0,-340.0,0.1,980.0,430.0,2.0,COMPLETE,,,,,,,,
255.0,0.0012405813028850848,2024-04-26 00:52:26.597954,2024-04-26 00:52:29.332092,0 days 00:00:02.734138,220.0,-340.0,0.1,940.0,470.0,2.0,COMPLETE,,,,,,,,
256.0,0.00018978163055255573,2024-04-26 00:52:29.333099,2024-04-26 00:52:32.328246,0 days 00:00:02.995147,480.0,-320.0,0.7000000000000001,980.0,410.0,2.0,COMPLETE,,,,,,,,
257.0,0.0001323731702110925,2024-04-26 00:52:32.329247,2024-04-26 00:52:34.747468,0 days 00:00:02.418221,480.0,-160.0,0.1,860.0,450.0,2.0,COMPLETE,,,,,,,,
258.0,0.00043163350807543123,2024-04-26 00:52:34.749445,2024-04-26 00:52:37.209812,0 days 00:00:02.460367,460.0,-80.0,0.1,820.0,470.0,2.0,COMPLETE,,,,,,,,
259.0,0.003946014246635543,2024-04-26 00:52:37.210789,2024-04-26 00:52:39.643827,0 days 00:00:02.433038,440.0,-120.0,0.1,900.0,430.0,2.0,COMPLETE,,,,,,,,
260.0,0.00022335941866820952,2024-04-26 00:52:39.645617,2024-04-26 00:52:42.254144,0 days 00:00:02.608527,80.0,-100.0,0.1,940.0,450.0,2.0,COMPLETE,,,,,,,,
261.0,0.000416514554431534,2024-04-26 00:52:42.255199,2024-04-26 00:52:44.912023,0 days 00:00:02.656824,260.0,-180.0,0.1,980.0,430.0,2.0,COMPLETE,,,,,,,,
262.0,0.00024567100265230853,2024-04-26 00:52:44.914052,2024-04-26 00:52:47.555607,0 days 00:00:02.641555,280.0,-340.0,0.1,860.0,490.0,2.0,COMPLETE,,,,,,,,
263.0,0.0006914187477568038,2024-04-26 00:52:47.556608,2024-04-26 00:52:50.092578,0 days 00:00:02.535970,160.0,-300.0,0.1,900.0,450.0,2.0,COMPLETE,,,,,,,,
264.0,0.0009518275553197155,2024-04-26 00:52:50.093579,2024-04-26 00:52:52.847461,0 days 00:00:02.753882,460.0,-360.0,0.1,940.0,470.0,2.0,COMPLETE,,,,,,,,
265.0,0.0011450811793823775,2024-04-26 00:52:52.849462,2024-04-26 00:52:55.397186,0 days 00:00:02.547724,480.0,-140.0,0.1,980.0,410.0,2.0,COMPLETE,,,,,,,,
266.0,0.000142696054380442,2024-04-26 00:52:55.398185,2024-04-26 00:52:57.884258,0 days 00:00:02.486073,460.0,-120.0,0.2,820.0,470.0,2.0,COMPLETE,,,,,,,,
267.0,0.0009560201406550321,2024-04-26 00:52:57.885259,2024-04-26 00:53:01.115249,0 days 00:00:03.229990,500.0,-140.0,0.8,940.0,450.0,2.0,COMPLETE,,,,,,,,
268.0,0.000527943638026545,2024-04-26 00:53:01.116388,2024-04-26 00:53:03.202921,0 days 00:00:02.086533,220.0,-380.0,0.1,780.0,430.0,2.0,COMPLETE,,,,,,,,
269.0,0.0004940999629879227,2024-04-26 00:53:03.205209,2024-04-26 00:53:05.835414,0 days 00:00:02.630205,180.0,-320.0,0.1,860.0,470.0,2.0,COMPLETE,,,,,,,,
