number,value,datetime_start,datetime_complete,duration,params_gene_max,params_gene_min,params_mutation_ratio,params_no_generations,params_population_size,params_var,state,population_size,mutation_ratio,no_generations,gene_min,gene_max,var,best_value,record_type
270.0,0.0016718949441954793,2024-04-26 00:53:05.837415,2024-04-26 00:53:08.914248,0 days 00:00:03.076833,240.0,-160.0,0.2,980.0,490.0,2.0,COMPLETE,,,,,,,,
271.0,0.0012886407509103766,2024-04-26 00:53:08.916243,2024-04-26 00:53:11.594143,0 days 00:00:02.677900,440.0,-120.0,0.30000000000000004,900.0,450.0,2.0,COMPLETE,,,,,,,,
272.0,1.759302050082501e-05,2024-04-26 00:53:11.595145,2024-04-26 00:53:14.140319,0 days 00:00:02.545174,200.0,-140.0,0.4,820.0,450.0,1.0,COMPLETE,,,,,,,,
273.0,0.0008343958063321727,2024-04-26 00:53:14.141347,2024-04-26 00:53:16.435264,0 days 00:00:02.293917,200.0,-160.0,0.4,820.0,410.0,2.0,COMPLETE,,,,,,,,
274.0,0.00034659866610555693,2024-04-26 00:53:16.437241,2024-04-26 00:53:19.175568,0 days 00:00:02.738327,220.0,-140.0,0.4,940.0,430.0,1.0,COMPLETE,,,,,,,,
275.0,0.0006161425821227469,2024-04-26 00:53:19.176568,2024-04-26 00:53:21.618839,0 days 00:00:02.442271,180.0,-140.0,0.4,780.0,450.0,1.0,COMPLETE,,,,,,,,
276.0,0.0006781976519255423,2024-04-26 00:53:21.619844,2024-04-26 00:53:23.790971,0 days 00:00:02.171127,200.0,-100.0,0.1,820.0,430.0,1.0,COMPLETE,,,,,,,,
277.0,0.0017357874263471502,2024-04-26 00:53:23.791988,2024-04-26 00:53:26.774653,0 days 00:00:02.982665,200.0,-160.0,0.4,980.0,450.0,2.0,COMPLETE,,,,,,,,
278.0,0.0001637560229208962,2024-04-26 00:53:26.775655,2024-04-26 00:53:28.643593,0 days 00:00:01.867938,480.0,-140.0,0.1,740.0,410.0,2.0,COMPLETE,,,,,,,,
279.0,0.0011859028463762746,2024-04-26 00:53:28.644578,2024-04-26 00:53:31.276029,0 days 00:00:02.631451,460.0,-120.0,0.5,820.0,450.0,1.0,COMPLETE,,,,,,,,
280.0,5.609073415897776e-05,2024-04-26 00:53:31.277030,2024-04-26 00:53:32.523275,0 days 00:00:01.246245,220.0,-180.0,0.1,980.0,210.0,1.0,COMPLETE,,,,,,,,
281.0,0.0012725397100187715,2024-04-26 00:53:32.524247,2024-04-26 00:53:34.151228,0 days 00:00:01.626981,220.0,-180.0,0.1,980.0,270.0,1.0,COMPLETE,,,,,,,,
282.0,0.00032993484483063236,2024-04-26 00:53:34.152229,2024-04-26 00:53:37.260678,0 days 00:00:03.108449,240.0,-160.0,0.4,980.0,470.0,1.0,COMPLETE,,,,,,,,
283.0,0.00019225423643458731,2024-04-26 00:53:37.261675,2024-04-26 00:53:38.527369,0 days 00:00:01.265694,200.0,-180.0,0.2,940.0,210.0,1.0,COMPLETE,,,,,,,,
284.0,0.0020173208909010096,2024-04-26 00:53:38.529358,2024-04-26 00:53:39.560345,0 days 00:00:01.030987,220.0,-160.0,0.1,980.0,170.0,1.0,COMPLETE,,,,,,,,
285.0,0.001548333174780332,2024-04-26 00:53:39.561347,2024-04-26 00:53:42.329265,0 days 00:00:02.767918,240.0,-280.0,0.1,980.0,450.0,1.0,COMPLETE,,,,,,,,
286.0,0.0005431773476290924,2024-04-26 00:53:42.330264,2024-04-26 00:53:43.661263,0 days 00:00:01.330999,220.0,-140.0,0.2,940.0,230.0,2.0,COMPLETE,,,,,,,,
287.0,0.0002138753028587434,2024-04-26 00:53:43.663264,2024-04-26 00:53:46.188686,0 days 00:00:02.525422,380.0,-180.0,0.1,940.0,430.0,1.0,COMPLETE,,,,,,,,
288.0,0.0013026773652535942,2024-04-26 00:53:46.189664,2024-04-26 00:53:47.804687,0 days 00:00:01.615023,500.0,-300.0,0.4,980.0,250.0,1.0,COMPLETE,,,,,,,,
289.0,3.489054960545153e-05,2024-04-26 00:53:47.805687,2024-04-26 00:53:51.225723,0 days 00:00:03.420036,200.0,-160.0,0.9,900.0,490.0,2.0,COMPLETE,,,,,,,,
290.0,0.0011863407727243733,2024-04-26 00:53:51.227722,2024-04-26 00:53:54.521136,0 days 00:00:03.293414,200.0,-160.0,0.8,900.0,490.0,2.0,COMPLETE,,,,,,,,
291.0,0.003030378690839592,2024-04-26 00:53:54.522137,2024-04-26 00:53:57.417980,0 days 00:00:02.895843,200.0,-160.0,0.4,860.0,490.0,2.0,COMPLETE,,,,,,,,
292.0,0.0009228139433595137,2024-04-26 00:53:57.418998,2024-04-26 00:54:00.721573,0 days 00:00:03.302575,220.0,-140.0,1.0,900.0,470.0,2.0,COMPLETE,,,,,,,,
293.0,0.003946786907841707,2024-04-26 00:54:00.722550,2024-04-26 00:54:04.421975,0 days 00:00:03.699425,220.0,-160.0,0.9,980.0,490.0,2.0,COMPLETE,,,,,,,,
294.0,0.0008252071141080811,2024-04-26 00:54:04.422976,2024-04-26 00:54:05.811441,0 days 00:00:01.388465,180.0,-140.0,0.30000000000000004,900.0,230.0,1.0,COMPLETE,,,,,,,,
295.0,0.0021344304953111333,2024-04-26 00:54:05.813442,2024-04-26 00:54:09.144432,0 days 00:00:03.330990,180.0,-160.0,0.5,980.0,490.0,2.0,COMPLETE,,,,,,,,
296.0,4.666638732395765e-05,2024-04-26 00:54:09.145432,2024-04-26 00:54:10.174742,0 days 00:00:01.029310,360.0,-180.0,0.2,860.0,190.0,2.0,COMPLETE,,,,,,,,
297.0,0.0007119680978335482,2024-04-26 00:54:10.176723,2024-04-26 00:54:11.398742,0 days 00:00:01.222019,380.0,-200.0,0.7000000000000001,860.0,190.0,2.0,COMPLETE,,,,,,,,
298.0,0.002819801407095224,2024-04-26 00:54:11.400725,2024-04-26 00:54:12.429243,0 days 00:00:01.028518,360.0,-180.0,0.2,860.0,190.0,2.0,COMPLETE,,,,,,,,
299.0,0.0030483571965899126,2024-04-26 00:54:12.430238,2024-04-26 00:54:13.092238,0 days 00:00:00.662000,360.0,-180.0,0.9,860.0,90.0,2.0,COMPLETE,,,,,,,,
300.0,0.0002491896806673319,2024-04-26 00:54:13.093240,2024-04-26 00:54:15.502421,0 days 00:00:02.409181,380.0,-200.0,0.2,780.0,470.0,2.0,COMPLETE,,,,,,,,
301.0,0.004960348530058818,2024-04-26 00:54:15.503428,2024-04-26 00:54:16.597691,0 days 00:00:01.094263,380.0,-180.0,0.2,820.0,210.0,2.0,COMPLETE,,,,,,,,
302.0,0.0012705273728128234,2024-04-26 00:54:16.599694,2024-04-26 00:54:17.620712,0 days 00:00:01.021018,340.0,-160.0,0.2,820.0,190.0,2.0,COMPLETE,,,,,,,,
303.0,0.010523520381005066,2024-04-26 00:54:17.621713,2024-04-26 00:54:18.254011,0 days 00:00:00.632298,200.0,-180.0,0.2,580.0,150.0,2.0,COMPLETE,,,,,,,,
304.0,5.022019830731645e-05,2024-04-26 00:54:18.255011,2024-04-26 00:54:20.969083,0 days 00:00:02.714072,500.0,-160.0,0.2,860.0,490.0,2.0,COMPLETE,,,,,,,,
305.0,7.052942431983232e-05,2024-04-26 00:54:20.971084,2024-04-26 00:54:23.693155,0 days 00:00:02.722071,300.0,-140.0,0.2,860.0,490.0,2.0,COMPLETE,,,,,,,,
306.0,0.0012720302400350153,2024-04-26 00:54:23.694155,2024-04-26 00:54:26.390938,0 days 00:00:02.696783,500.0,-140.0,0.2,860.0,490.0,2.0,COMPLETE,,,,,,,,
307.0,0.0022611186160514537,2024-04-26 00:54:26.391942,2024-04-26 00:54:27.320990,0 days 00:00:00.929048,340.0,-120.0,0.2,860.0,170.0,2.0,COMPLETE,,,,,,,,
308.0,4.5942592563670774e-05,2024-04-26 00:54:27.322968,2024-04-26 00:54:30.181506,0 days 00:00:02.858538,300.0,-140.0,0.2,900.0,490.0,2.0,COMPLETE,,,,,,,,
309.0,2.4171422445914302e-05,2024-04-26 00:54:30.182506,2024-04-26 00:54:33.054284,0 days 00:00:02.871778,300.0,-140.0,0.2,900.0,490.0,2.0,COMPLETE,,,,,,,,
310.0,0.0010154343210456392,2024-04-26 00:54:33.056265,2024-04-26 00:54:35.889088,0 days 00:00:02.832823,300.0,-140.0,0.2,900.0,490.0,2.0,COMPLETE,,,,,,,,
311.0,0.0005919637035064982,2024-04-26 00:54:35.890092,2024-04-26 00:54:38.779525,0 days 00:00:02.889433,320.0,-140.0,0.2,900.0,490.0,2.0,COMPLETE,,,,,,,,
312.0,0.000781946467831085,2024-04-26 00:54:38.780526,2024-04-26 00:54:41.716702,0 days 00:00:02.936176,300.0,-140.0,0.2,900.0,490.0,2.0,COMPLETE,,,,,,,,
313.0,0.00015251668767329594,2024-04-26 00:54:41.718337,2024-04-26 00:54:44.579093,0 days 00:00:02.860756,320.0,-280.0,0.2,900.0,490.0,1.0,COMPLETE,,,,,,,,
314.0,8.969500368848963e-05,2024-04-26 00:54:44.580094,2024-04-26 00:54:47.320149,0 days 00:00:02.740055,300.0,-420.0,0.2,860.0,490.0,2.0,COMPLETE,,,,,,,,
315.0,0.0007696323708376955,2024-04-26 00:54:47.322126,2024-04-26 00:54:50.136549,0 days 00:00:02.814423,280.0,-300.0,0.2,900.0,490.0,2.0,COMPLETE,,,,,,,,
316.0,0.0002535776923086071,2024-04-26 00:54:50.137549,2024-04-26 00:54:52.871283,0 days 00:00:02.733734,280.0,-120.0,0.2,860.0,490.0,2.0,COMPLETE,,,,,,,,
317.0,0.002805694317728806,2024-04-26 00:54:52.872283,2024-04-26 00:54:55.462041,0 days 00:00:02.589758,300.0,-140.0,0.2,860.0,470.0,2.0,COMPLETE,,,,,,,,
318.0,0.0034225701981746596,2024-04-26 00:54:55.463059,2024-04-26 00:54:58.321061,0 days 00:00:02.858002,280.0,-100.0,0.2,900.0,490.0,2.0,COMPLETE,,,,,,,,
319.0,0.0005831278752794152,2024-04-26 00:54:58.322054,2024-04-26 00:55:00.819541,0 days 00:00:02.497487,320.0,-220.0,0.2,820.0,470.0,2.0,COMPLETE,,,,,,,,
320.0,0.00037747802704767843,2024-04-26 00:55:00.820543,2024-04-26 00:55:03.469195,0 days 00:00:02.648652,260.0,-480.0,0.2,860.0,470.0,2.0,COMPLETE,,,,,,,,
321.0,5.0034374188098064e-05,2024-04-26 00:55:03.471188,2024-04-26 00:55:06.299081,0 days 00:00:02.827893,320.0,-160.0,0.2,900.0,490.0,2.0,COMPLETE,,,,,,,,
322.0,0.0009157677946835664,2024-04-26 00:55:06.302081,2024-04-26 00:55:09.181433,0 days 00:00:02.879352,300.0,-140.0,0.2,900.0,490.0,2.0,COMPLETE,,,,,,,,
323.0,9.020556251971525e-06,2024-04-26 00:55:09.183432,2024-04-26 00:55:12.164966,0 days 00:00:02.981534,320.0,-160.0,0.2,940.0,490.0,2.0,COMPLETE,,,,,,,,
324.0,7.384319425542353e-05,2024-04-26 00:55:12.165969,2024-04-26 00:55:14.975995,0 days 00:00:02.810026,320.0,-160.0,0.2,900.0,490.0,2.0,COMPLETE,,,,,,,,
325.0,0.00229979009273676,2024-04-26 00:55:14.977974,2024-04-26 00:55:17.933088,0 days 00:00:02.955114,320.0,-160.0,0.2,940.0,490.0,2.0,COMPLETE,,,,,,,,
326.0,0.0005232809754451789,2024-04-26 00:55:17.935086,2024-04-26 00:55:20.769334,0 days 00:00:02.834248,320.0,-180.0,0.2,900.0,490.0,1.0,COMPLETE,,,,,,,,
327.0,0.0008219576784049965,2024-04-26 00:55:20.771365,2024-04-26 00:55:23.734441,0 days 00:00:02.963076,340.0,-160.0,0.2,940.0,490.0,2.0,COMPLETE,,,,,,,,
328.0,0.0004394783668252464,2024-04-26 00:55:23.735430,2024-04-26 00:55:26.547397,0 days 00:00:02.811967,300.0,-200.0,0.2,940.0,470.0,2.0,COMPLETE,,,,,,,,
329.0,0.00043700301543458887,2024-04-26 00:55:26.549397,2024-04-26 00:55:29.400258,0 days 00:00:02.850861,300.0,-140.0,0.2,900.0,490.0,2.0,COMPLETE,,,,,,,,
330.0,0.0009266182705063147,2024-04-26 00:55:29.402260,2024-04-26 00:55:32.201670,0 days 00:00:02.799410,340.0,-160.0,0.2,900.0,490.0,2.0,COMPLETE,,,,,,,,
331.0,0.0006418413152439146,2024-04-26 00:55:32.202694,2024-04-26 00:55:35.377873,0 days 00:00:03.175179,320.0,-140.0,0.6,940.0,470.0,2.0,COMPLETE,,,,,,,,
332.0,0.0010019472142300347,2024-04-26 00:55:35.379877,2024-04-26 00:55:38.071941,0 days 00:00:02.692064,360.0,-120.0,0.2,860.0,490.0,2.0,COMPLETE,,,,,,,,
333.0,0.0015804381710171145,2024-04-26 00:55:38.073921,2024-04-26 00:55:39.595274,0 days 00:00:01.521353,320.0,-180.0,0.2,820.0,290.0,2.0,COMPLETE,,,,,,,,
334.0,0.0023236823756355085,2024-04-26 00:55:39.597274,2024-04-26 00:55:42.318063,0 days 00:00:02.720789,300.0,-160.0,0.2,900.0,470.0,1.0,COMPLETE,,,,,,,,
335.0,0.00034270504574152364,2024-04-26 00:55:42.320070,2024-04-26 00:55:45.284953,0 days 00:00:02.964883,320.0,-140.0,0.2,940.0,490.0,2.0,COMPLETE,,,,,,,,
336.0,9.6470719414957e-05,2024-04-26 00:55:45.285952,2024-04-26 00:55:46.315814,0 days 00:00:01.029862,300.0,-120.0,0.2,860.0,190.0,2.0,COMPLETE,,,,,,,,
337.0,0.0022057092592344773,2024-04-26 00:55:46.317828,2024-04-26 00:55:47.693813,0 days 00:00:01.375985,280.0,-160.0,0.2,940.0,230.0,2.0,COMPLETE,,,,,,,,
338.0,8.642968796446579e-05,2024-04-26 00:55:47.695816,2024-04-26 00:55:50.280787,0 days 00:00:02.584971,340.0,-140.0,0.2,860.0,470.0,2.0,COMPLETE,,,,,,,,
339.0,0.00019753287474370807,2024-04-26 00:55:50.282783,2024-04-26 00:55:53.006324,0 days 00:00:02.723541,320.0,-180.0,0.2,900.0,470.0,2.0,COMPLETE,,,,,,,,
340.0,0.00011598460043124486,2024-04-26 00:55:53.008329,2024-04-26 00:55:55.599893,0 days 00:00:02.591564,360.0,-160.0,0.2,820.0,490.0,2.0,COMPLETE,,,,,,,,
341.0,0.00048573620402438697,2024-04-26 00:55:55.600872,2024-04-26 00:55:57.841314,0 days 00:00:02.240442,400.0,-140.0,0.2,700.0,490.0,2.0,COMPLETE,,,,,,,,
342.0,0.0024831809002133615,2024-04-26 00:55:57.842334,2024-04-26 00:55:58.847678,0 days 00:00:01.005344,500.0,-120.0,0.2,940.0,170.0,2.0,COMPLETE,,,,,,,,
343.0,0.0008077643879281536,2024-04-26 00:55:58.849682,2024-04-26 00:56:01.188370,0 days 00:00:02.338688,500.0,-140.0,0.2,780.0,470.0,2.0,COMPLETE,,,,,,,,
344.0,0.000642257973501807,2024-04-26 00:56:01.189371,2024-04-26 00:56:04.149359,0 days 00:00:02.959988,320.0,-100.0,0.5,900.0,470.0,2.0,COMPLETE,,,,,,,,
345.0,0.0018005099520334421,2024-04-26 00:56:04.150358,2024-04-26 00:56:06.782355,0 days 00:00:02.631997,400.0,-120.0,0.2,820.0,490.0,1.0,COMPLETE,,,,,,,,
346.0,0.0006887078604781138,2024-04-26 00:56:06.783356,2024-04-26 00:56:10.014195,0 days 00:00:03.230839,340.0,-160.0,0.9,860.0,490.0,2.0,COMPLETE,,,,,,,,
347.0,0.000378913506327098,2024-04-26 00:56:10.015212,2024-04-26 00:56:12.875019,0 days 00:00:02.859807,300.0,-180.0,0.2,940.0,470.0,2.0,COMPLETE,,,,,,,,
348.0,0.0008313322707024107,2024-04-26 00:56:12.877020,2024-04-26 00:56:15.439510,0 days 00:00:02.562490,360.0,-120.0,0.2,820.0,490.0,2.0,COMPLETE,,,,,,,,
349.0,0.0016050264221383398,2024-04-26 00:56:15.440486,2024-04-26 00:56:18.066124,0 days 00:00:02.625638,260.0,-80.0,0.2,860.0,470.0,2.0,COMPLETE,,,,,,,,
350.0,0.002580167908888678,2024-04-26 00:56:18.068140,2024-04-26 00:56:19.247142,0 days 00:00:01.179002,280.0,-140.0,0.2,900.0,210.0,2.0,COMPLETE,,,,,,,,
351.0,0.0007687972880684574,2024-04-26 00:56:19.248142,2024-04-26 00:56:21.892673,0 days 00:00:02.644531,380.0,-160.0,0.2,860.0,470.0,2.0,COMPLETE,,,,,,,,
352.0,0.00143641703000639,2024-04-26 00:56:21.893639,2024-04-26 00:56:24.938831,0 days 00:00:03.045192,340.0,-260.0,0.30000000000000004,940.0,490.0,2.0,COMPLETE,,,,,,,,
353.0,0.013980953189621358,2024-04-26 00:56:24.940806,2024-04-26 00:56:25.392805,0 days 00:00:00.451999,400.0,-200.0,1.0,980.0,50.0,2.0,COMPLETE,,,,,,,,
354.0,0.0007979585459225389,2024-04-26 00:56:25.393828,2024-04-26 00:56:26.546747,0 days 00:00:01.152919,380.0,-140.0,0.1,940.0,190.0,2.0,COMPLETE,,,,,,,,
355.0,0.0005862954414640266,2024-04-26 00:56:26.548767,2024-04-26 00:56:29.305435,0 days 00:00:02.756668,220.0,-100.0,0.2,900.0,470.0,1.0,COMPLETE,,,,,,,,
356.0,0.00030852181555001394,2024-04-26 00:56:29.307354,2024-04-26 00:56:31.902383,0 days 00:00:02.595029,220.0,-160.0,0.2,820.0,490.0,2.0,COMPLETE,,,,,,,,
357.0,0.001495398090114361,2024-04-26 00:56:31.903385,2024-04-26 00:56:34.385186,0 days 00:00:02.481801,300.0,-120.0,0.1,780.0,490.0,2.0,COMPLETE,,,,,,,,
358.0,0.001356784761484885,2024-04-26 00:56:34.387187,2024-04-26 00:56:36.109273,0 days 00:00:01.722086,500.0,-180.0,0.30000000000000004,860.0,310.0,2.0,COMPLETE,,,,,,,,
359.0,0.00040603413693815076,2024-04-26 00:56:36.110272,2024-04-26 00:56:39.075854,0 days 00:00:02.965582,240.0,-160.0,0.2,980.0,470.0,2.0,COMPLETE,,,,,,,,
360.0,0.000530356697749452,2024-04-26 00:56:39.076855,2024-04-26 00:56:42.053294,0 days 00:00:02.976439,360.0,-280.0,0.5,900.0,470.0,2.0,COMPLETE,,,,,,,,
361.0,0.0006970341204094653,2024-04-26 00:56:42.054273,2024-04-26 00:56:45.015246,0 days 00:00:02.960973,160.0,-140.0,0.1,980.0,490.0,2.0,COMPLETE,,,,,,,,
362.0,0.0003375439356684901,2024-04-26 00:56:45.016246,2024-04-26 00:56:47.860913,0 days 00:00:02.844667,200.0,-300.0,0.2,940.0,470.0,2.0,COMPLETE,,,,,,,,
363.0,2.5871958077694203e-05,2024-04-26 00:56:47.861914,2024-04-26 00:56:50.852154,0 days 00:00:02.990240,400.0,-160.0,0.6,860.0,490.0,2.0,COMPLETE,,,,,,,,
364.0,0.0004087868072225439,2024-04-26 00:56:50.854154,2024-04-26 00:56:54.036443,0 days 00:00:03.182289,400.0,-180.0,0.7000000000000001,900.0,470.0,2.0,COMPLETE,,,,,,,,
365.0,0.001374104554725657,2024-04-26 00:56:54.037445,2024-04-26 00:56:57.045358,0 days 00:00:03.007913,380.0,-160.0,0.8,820.0,490.0,2.0,COMPLETE,,,,,,,,
366.0,0.001055835514395323,2024-04-26 00:56:57.046357,2024-04-26 00:56:59.821140,0 days 00:00:02.774783,400.0,-180.0,0.30000000000000004,860.0,470.0,2.0,COMPLETE,,,,,,,,
367.0,0.0013359579608113925,2024-04-26 00:56:59.822141,2024-04-26 00:57:02.094052,0 days 00:00:02.271911,380.0,-160.0,0.6,620.0,490.0,1.0,COMPLETE,,,,,,,,
368.0,0.003827277232994689,2024-04-26 00:57:02.095018,2024-04-26 00:57:05.416127,0 days 00:00:03.321109,420.0,-160.0,0.7000000000000001,940.0,470.0,2.0,COMPLETE,,,,,,,,
369.0,0.004397921583477392,2024-04-26 00:57:05.417129,2024-04-26 00:57:06.570127,0 days 00:00:01.152998,400.0,-180.0,0.1,900.0,210.0,2.0,COMPLETE,,,,,,,,
370.0,0.001060892392972075,2024-04-26 00:57:06.572106,2024-04-26 00:57:10.365850,0 days 00:00:03.793744,380.0,-100.0,1.0,980.0,490.0,2.0,COMPLETE,,,,,,,,
371.0,0.0008551963453419442,2024-04-26 00:57:10.366833,2024-04-26 00:57:12.696817,0 days 00:00:02.329984,500.0,-160.0,0.1,820.0,450.0,2.0,COMPLETE,,,,,,,,
372.0,0.000208829477301979,2024-04-26 00:57:12.697814,2024-04-26 00:57:15.574504,0 days 00:00:02.876690,420.0,-140.0,0.6,860.0,470.0,2.0,COMPLETE,,,,,,,,
373.0,0.0022043075558718273,2024-04-26 00:57:15.575483,2024-04-26 00:57:18.639416,0 days 00:00:03.063933,220.0,-200.0,0.30000000000000004,940.0,490.0,2.0,COMPLETE,,,,,,,,
374.0,0.000473825195154157,2024-04-26 00:57:18.640439,2024-04-26 00:57:20.943345,0 days 00:00:02.302906,360.0,-120.0,0.30000000000000004,780.0,450.0,2.0,COMPLETE,,,,,,,,
375.0,0.00032919480895827926,2024-04-26 00:57:20.945331,2024-04-26 00:57:22.535558,0 days 00:00:01.590227,400.0,-140.0,0.1,500.0,490.0,2.0,COMPLETE,,,,,,,,
376.0,0.0010448175539621866,2024-04-26 00:57:22.537566,2024-04-26 00:57:26.044038,0 days 00:00:03.506472,20.0,-120.0,0.8,980.0,470.0,2.0,COMPLETE,,,,,,,,
377.0,0.006367119283129583,2024-04-26 00:57:26.046042,2024-04-26 00:57:27.437697,0 days 00:00:01.391655,260.0,-300.0,0.5,740.0,270.0,1.0,COMPLETE,,,,,,,,
378.0,9.202730454726567e-05,2024-04-26 00:57:27.439672,2024-04-26 00:57:30.205292,0 days 00:00:02.765620,200.0,-160.0,0.1,900.0,490.0,2.0,COMPLETE,,,,,,,,
379.0,0.0003258560951388042,2024-04-26 00:57:30.206299,2024-04-26 00:57:32.779332,0 days 00:00:02.573033,220.0,-240.0,0.30000000000000004,860.0,450.0,2.0,COMPLETE,,,,,,,,
380.0,0.0007111497857031665,2024-04-26 00:57:32.781311,2024-04-26 00:57:35.622374,0 days 00:00:02.841063,340.0,-180.0,0.1,980.0,470.0,2.0,COMPLETE,,,,,,,,
381.0,0.005683584597043909,2024-04-26 00:57:35.624386,2024-04-26 00:57:37.202341,0 days 00:00:01.577955,240.0,-140.0,0.4,940.0,250.0,2.0,COMPLETE,,,,,,,,
382.0,0.00038306864734336096,2024-04-26 00:57:37.204342,2024-04-26 00:57:38.294342,0 days 00:00:01.090000,480.0,-100.0,0.1,900.0,190.0,2.0,COMPLETE,,,,,,,,
383.0,0.0004493337719272357,2024-04-26 00:57:38.295341,2024-04-26 00:57:40.908497,0 days 00:00:02.613156,380.0,-160.0,0.2,820.0,490.0,2.0,COMPLETE,,,,,,,,
384.0,0.0025251117410028862,2024-04-26 00:57:40.909498,2024-04-26 00:57:43.570924,0 days 00:00:02.661426,420.0,-120.0,0.30000000000000004,860.0,470.0,2.0,COMPLETE,,,,,,,,
385.0,0.0008031121226394424,2024-04-26 00:57:43.572897,2024-04-26 00:57:46.183215,0 days 00:00:02.610318,500.0,-320.0,0.1,980.0,430.0,2.0,COMPLETE,,,,,,,,
386.0,0.0056691358286337,2024-04-26 00:57:46.184204,2024-04-26 00:57:47.003214,0 days 00:00:00.819010,400.0,-280.0,0.30000000000000004,940.0,130.0,1.0,COMPLETE,,,,,,,,
387.0,0.00108480670398875,2024-04-26 00:57:47.005217,2024-04-26 00:57:49.616207,0 days 00:00:02.610990,180.0,-140.0,0.2,900.0,450.0,2.0,COMPLETE,,,,,,,,
388.0,0.0006386331259281783,2024-04-26 00:57:49.617220,2024-04-26 00:57:52.037302,0 days 00:00:02.420082,320.0,-80.0,0.1,820.0,470.0,2.0,COMPLETE,,,,,,,,
389.0,0.004271848520606967,2024-04-26 00:57:52.038303,2024-04-26 00:57:52.889760,0 days 00:00:00.851457,360.0,-180.0,0.2,780.0,170.0,2.0,COMPLETE,,,,,,,,
390.0,0.0008092364164792729,2024-04-26 00:57:52.890762,2024-04-26 00:57:55.951471,0 days 00:00:03.060709,480.0,-140.0,0.30000000000000004,940.0,490.0,2.0,COMPLETE,,,,,,,,
391.0,0.0015544139232468003,2024-04-26 00:57:55.953500,2024-04-26 00:57:57.148302,0 days 00:00:01.194802,240.0,-300.0,0.1,860.0,230.0,2.0,COMPLETE,,,,,,,,
392.0,0.00027853066845098784,2024-04-26 00:57:57.149302,2024-04-26 00:58:00.239127,0 days 00:00:03.089825,200.0,-120.0,0.2,980.0,490.0,2.0,COMPLETE,,,,,,,,
393.0,0.0003189845262284814,2024-04-26 00:58:00.240104,2024-04-26 00:58:02.847412,0 days 00:00:02.607308,380.0,-160.0,0.2,900.0,450.0,2.0,COMPLETE,,,,,,,,
394.0,0.0004170638165936734,2024-04-26 00:58:02.848412,2024-04-26 00:58:05.383445,0 days 00:00:02.535033,220.0,-160.0,0.1,860.0,470.0,2.0,COMPLETE,,,,,,,,
395.0,0.00027799494884950813,2024-04-26 00:58:05.384423,2024-04-26 00:58:08.383639,0 days 00:00:02.999216,500.0,-140.0,0.30000000000000004,940.0,470.0,2.0,COMPLETE,,,,,,,,
396.0,0.0013151545148931832,2024-04-26 00:58:08.385616,2024-04-26 00:58:10.768563,0 days 00:00:02.382947,420.0,-180.0,0.4,820.0,430.0,2.0,COMPLETE,,,,,,,,
397.0,0.0008047538695965422,2024-04-26 00:58:10.769563,2024-04-26 00:58:14.165259,0 days 00:00:03.395696,400.0,-120.0,0.5,980.0,490.0,2.0,COMPLETE,,,,,,,,
398.0,0.0002685684646295564,2024-04-26 00:58:14.167241,2024-04-26 00:58:16.938612,0 days 00:00:02.771371,180.0,-100.0,0.2,940.0,450.0,1.0,COMPLETE,,,,,,,,
399.0,9.140558513154174e-06,2024-04-26 00:58:16.939590,2024-04-26 00:58:20.334157,0 days 00:00:03.394567,340.0,-160.0,0.9,900.0,490.0,2.0,COMPLETE,,,,,,,,
400.0,0.00018582724564222895,2024-04-26 00:58:20.335166,2024-04-26 00:58:21.463158,0 days 00:00:01.127992,340.0,-160.0,0.1,340.0,490.0,2.0,COMPLETE,,,,,,,,
401.0,0.0011622623525591258,2024-04-26 00:58:21.465166,2024-04-26 00:58:25.020519,0 days 00:00:03.555353,340.0,-200.0,0.9,900.0,490.0,2.0,COMPLETE,,,,,,,,
402.0,0.0018014780713498353,2024-04-26 00:58:25.021525,2024-04-26 00:58:28.547615,0 days 00:00:03.526090,320.0,-160.0,0.9,940.0,490.0,2.0,COMPLETE,,,,,,,,
403.0,0.00032088447842757437,2024-04-26 00:58:28.548614,2024-04-26 00:58:31.775331,0 days 00:00:03.226717,360.0,-180.0,0.8,900.0,470.0,2.0,COMPLETE,,,,,,,,
404.0,0.0014543128721286405,2024-04-26 00:58:31.777353,2024-04-26 00:58:35.259362,0 days 00:00:03.482009,320.0,-160.0,0.6,980.0,490.0,2.0,COMPLETE,,,,,,,,
405.0,2.1630726913612096e-05,2024-04-26 00:58:35.260340,2024-04-26 00:58:38.028297,0 days 00:00:02.767957,340.0,-180.0,0.1,900.0,490.0,2.0,COMPLETE,,,,,,,,
406.0,0.0018498484611191046,2024-04-26 00:58:38.030301,2024-04-26 00:58:41.490175,0 days 00:00:03.459874,360.0,-220.0,0.9,900.0,490.0,2.0,COMPLETE,,,,,,,,
407.0,0.003094889985085156,2024-04-26 00:58:41.491140,2024-04-26 00:58:44.320528,0 days 00:00:02.829388,340.0,-200.0,0.1,900.0,490.0,2.0,COMPLETE,,,,,,,,
408.0,2.8173173087171992e-05,2024-04-26 00:58:44.321531,2024-04-26 00:58:47.061793,0 days 00:00:02.740262,340.0,-180.0,0.1,940.0,470.0,2.0,COMPLETE,,,,,,,,
