number,value,datetime_start,datetime_complete,duration,params_alpha,params_initial_temperature,params_mutation_ratio,params_no_generations,params_population_size,params_var,state,population_size,no_generations,mutation_ratio,var,initial_temperature,alpha,best_value,record_type
250.0,0.00031841739227544963,2024-04-26 03:46:21.369648,2024-04-26 03:46:23.025009,0 days 00:00:01.655361,0.8308542039988515,72.0,0.27651694665985216,470.0,381.0,2.0,COMPLETE,,,,,,,,
251.0,0.05060013372314032,2024-04-26 03:46:23.026010,2024-04-26 03:46:24.518012,0 days 00:00:01.492002,0.8300888645365858,160.0,0.27047555321619443,477.0,338.0,2.0,COMPLETE,,,,,,,,
252.0,0.0034461525532591963,2024-04-26 03:46:24.520019,2024-04-26 03:46:26.274827,0 days 00:00:01.754808,0.5613415708268624,70.0,0.2834224256976846,471.0,401.0,2.0,COMPLETE,,,,,,,,
253.0,0.005142576703317303,2024-04-26 03:46:26.276828,2024-04-26 03:46:28.009560,0 days 00:00:01.732732,0.8130125061775295,69.0,0.2862942355060712,464.0,405.0,2.0,COMPLETE,,,,,,,,
254.0,0.004214694912594297,2024-04-26 03:46:28.011571,2024-04-26 03:46:29.791772,0 days 00:00:01.780201,0.6881104705591281,63.0,0.30839939159130336,480.0,398.0,2.0,COMPLETE,,,,,,,,
255.0,0.06902583805408291,2024-04-26 03:46:29.792770,2024-04-26 03:46:31.622413,0 days 00:00:01.829643,0.8468060842862472,50.0,0.32331318688198385,471.0,415.0,2.0,COMPLETE,,,,,,,,
256.0,0.028487495801631013,2024-04-26 03:46:31.623413,2024-04-26 03:46:33.325729,0 days 00:00:01.702316,0.8645189982552761,74.0,0.23034722266517613,473.0,391.0,2.0,COMPLETE,,,,,,,,
257.0,0.028273387796955873,2024-04-26 03:46:33.326731,2024-04-26 03:46:34.822191,0 days 00:00:01.495460,0.5517838323357759,59.0,0.7331917082384346,491.0,305.0,2.0,COMPLETE,,,,,,,,
258.0,0.016615505492275418,2024-04-26 03:46:34.824191,2024-04-26 03:46:36.467964,0 days 00:00:01.643773,0.5840683132318844,80.0,0.28325516520638483,462.0,384.0,2.0,COMPLETE,,,,,,,,
259.0,0.03621767807485732,2024-04-26 03:46:36.469966,2024-04-26 03:46:37.951868,0 days 00:00:01.481902,0.6086103841047078,89.0,0.21827278265101357,400.0,399.0,2.0,COMPLETE,,,,,,,,
260.0,0.0478276178638275,2024-04-26 03:46:37.953870,2024-04-26 03:46:39.924178,0 days 00:00:01.970308,0.5208221889938404,71.0,0.3043745676094235,498.0,424.0,2.0,COMPLETE,,,,,,,,
261.0,0.07515604525258901,2024-04-26 03:46:39.925178,2024-04-26 03:46:41.983266,0 days 00:00:02.058088,0.7971369731093894,196.0,0.2459916990523458,549.0,411.0,2.0,COMPLETE,,,,,,,,
262.0,0.00957577472138027,2024-04-26 03:46:41.984267,2024-04-26 03:46:43.975345,0 days 00:00:01.991078,0.6234200324631417,182.0,0.19989864415115563,582.0,379.0,2.0,COMPLETE,,,,,,,,
263.0,0.006613147357834137,2024-04-26 03:46:43.977328,2024-04-26 03:46:45.221143,0 days 00:00:01.243815,0.8360285465264456,61.0,0.3360009910845551,457.0,290.0,2.0,COMPLETE,,,,,,,,
264.0,0.0010819227509522023,2024-04-26 03:46:45.222141,2024-04-26 03:46:47.414899,0 days 00:00:02.192758,0.5565832794366447,102.0,0.26282076213239874,522.0,453.0,2.0,COMPLETE,,,,,,,,
265.0,0.01094975015430677,2024-04-26 03:46:47.416897,2024-04-26 03:46:49.624895,0 days 00:00:02.207998,0.5582760129639913,102.0,0.27169696719670544,519.0,461.0,2.0,COMPLETE,,,,,,,,
266.0,0.07201548094993449,2024-04-26 03:46:49.626870,2024-04-26 03:46:51.823177,0 days 00:00:02.196307,0.8242824174314775,96.0,0.2622309372835441,525.0,454.0,2.0,COMPLETE,,,,,,,,
267.0,0.026110903044921585,2024-04-26 03:46:51.824178,2024-04-26 03:46:54.126913,0 days 00:00:02.302735,0.5781592609806502,117.0,0.2850328199513674,536.0,464.0,2.0,COMPLETE,,,,,,,,
268.0,0.027160134713238193,2024-04-26 03:46:54.127915,2024-04-26 03:46:56.241666,0 days 00:00:02.113751,0.566355888920689,90.0,0.30088205191515927,512.0,443.0,2.0,COMPLETE,,,,,,,,
269.0,0.04290777056967876,2024-04-26 03:46:56.242652,2024-04-26 03:46:58.289935,0 days 00:00:02.047283,0.5393856206615444,238.0,0.24858810221123773,505.0,438.0,2.0,COMPLETE,,,,,,,,
270.0,0.014189715236641476,2024-04-26 03:46:58.290933,2024-04-26 03:47:00.422472,0 days 00:00:02.131539,0.7600077093658901,78.0,0.2326050834188298,486.0,476.0,2.0,COMPLETE,,,,,,,,
271.0,0.007865978093491321,2024-04-26 03:47:00.424454,2024-04-26 03:47:02.334234,0 days 00:00:01.909780,0.5048673219923037,104.0,0.3165806700146006,525.0,392.0,2.0,COMPLETE,,,,,,,,
272.0,0.048648739479604686,2024-04-26 03:47:02.335225,2024-04-26 03:47:04.318161,0 days 00:00:01.982936,0.5489183071414806,254.0,0.275217373037891,593.0,364.0,2.0,COMPLETE,,,,,,,,
273.0,0.04925790030574362,2024-04-26 03:47:04.319161,2024-04-26 03:47:06.820444,0 days 00:00:02.501283,0.8070355601117951,82.0,0.2586226265096925,600.0,454.0,2.0,COMPLETE,,,,,,,,
274.0,0.005134168438532427,2024-04-26 03:47:06.822453,2024-04-26 03:47:08.585650,0 days 00:00:01.763197,0.7876248553108394,109.0,0.2969087753090053,542.0,352.0,2.0,COMPLETE,,,,,,,,
275.0,0.07490756262940401,2024-04-26 03:47:08.586653,2024-04-26 03:47:10.242453,0 days 00:00:01.655800,0.8419230880204254,68.0,0.24173781430829447,466.0,383.0,2.0,COMPLETE,,,,,,,,
276.0,0.09693415179166642,2024-04-26 03:47:10.243452,2024-04-26 03:47:10.929314,0 days 00:00:00.685862,0.46487354072479936,212.0,0.21691466665292952,518.0,140.0,2.0,COMPLETE,,,,,,,,
277.0,0.029096214062567682,2024-04-26 03:47:10.931292,2024-04-26 03:47:13.013021,0 days 00:00:02.081729,0.4134091997146869,95.0,0.2789625633239113,558.0,401.0,1.0,COMPLETE,,,,,,,,
278.0,0.0029127330728702105,2024-04-26 03:47:13.015021,2024-04-26 03:47:14.737862,0 days 00:00:01.722841,0.8790041978749631,266.0,0.3456464543397399,470.0,390.0,2.0,COMPLETE,,,,,,,,
279.0,0.06765733400759899,2024-04-26 03:47:14.738987,2024-04-26 03:47:16.482881,0 days 00:00:01.743894,0.8772615748563146,278.0,0.3483731451987855,472.0,394.0,2.0,COMPLETE,,,,,,,,
280.0,0.001879142890629737,2024-04-26 03:47:16.483880,2024-04-26 03:47:18.350077,0 days 00:00:01.866197,0.8854238876145168,261.0,0.3778879344025056,480.0,411.0,2.0,COMPLETE,,,,,,,,
281.0,0.05737409735455401,2024-04-26 03:47:18.352056,2024-04-26 03:47:20.165101,0 days 00:00:01.813045,0.899495160147229,269.0,0.37575007515264425,463.0,414.0,2.0,COMPLETE,,,,,,,,
282.0,0.0018055854978804575,2024-04-26 03:47:20.166098,2024-04-26 03:47:22.176370,0 days 00:00:02.010272,0.8852542878133248,257.0,0.3693810096753236,475.0,446.0,2.0,COMPLETE,,,,,,,,
283.0,0.005919198178130358,2024-04-26 03:47:22.178372,2024-04-26 03:47:24.202840,0 days 00:00:02.024468,0.8671799854269079,263.0,0.36626606936034295,477.0,450.0,2.0,COMPLETE,,,,,,,,
284.0,0.10087557776785161,2024-04-26 03:47:24.203841,2024-04-26 03:47:26.195230,0 days 00:00:01.991389,0.8965484216931379,261.0,0.39484404734530915,486.0,430.0,2.0,COMPLETE,,,,,,,,
285.0,0.01120802047869951,2024-04-26 03:47:26.196232,2024-04-26 03:47:28.232576,0 days 00:00:02.036344,0.8574028546687181,290.0,0.35314852948902076,494.0,438.0,2.0,COMPLETE,,,,,,,,
286.0,0.0015284843022715933,2024-04-26 03:47:28.233574,2024-04-26 03:47:30.255664,0 days 00:00:02.022090,0.8599792758661975,256.0,0.38771027592584084,482.0,442.0,2.0,COMPLETE,,,,,,,,
287.0,0.03653349797697558,2024-04-26 03:47:30.257664,2024-04-26 03:47:32.265925,0 days 00:00:02.008261,0.8750247780855472,252.0,0.3913166211408409,484.0,437.0,2.0,COMPLETE,,,,,,,,
288.0,0.036710078157556225,2024-04-26 03:47:32.266925,2024-04-26 03:47:34.323698,0 days 00:00:02.056773,0.8832065782917229,283.0,0.40617218753483886,479.0,450.0,2.0,COMPLETE,,,,,,,,
289.0,0.04885595449066038,2024-04-26 03:47:34.324699,2024-04-26 03:47:36.519988,0 days 00:00:02.195289,0.8836953850823831,269.0,0.368887391796899,494.0,470.0,2.0,COMPLETE,,,,,,,,
290.0,0.03842599607984987,2024-04-26 03:47:36.520996,2024-04-26 03:47:38.559050,0 days 00:00:02.038054,0.8578823968743285,250.0,0.4355049967123827,471.0,450.0,2.0,COMPLETE,,,,,,,,
291.0,0.039312251480929206,2024-04-26 03:47:38.561049,2024-04-26 03:47:40.532658,0 days 00:00:01.971609,0.8665908285911643,241.0,0.3382149591231401,502.0,421.0,2.0,COMPLETE,,,,,,,,
292.0,0.003636198922448486,2024-04-26 03:47:40.534639,2024-04-26 03:47:42.646704,0 days 00:00:02.112065,0.8839164227419621,277.0,0.3775656073513123,487.0,458.0,2.0,COMPLETE,,,,,,,,
293.0,0.047379590323325615,2024-04-26 03:47:42.648706,2024-04-26 03:47:44.654096,0 days 00:00:02.005390,0.8458961631561402,255.0,0.3563794316892488,478.0,443.0,2.0,COMPLETE,,,,,,,,
294.0,0.04453912126559345,2024-04-26 03:47:44.655098,2024-04-26 03:47:46.557364,0 days 00:00:01.902266,0.8700053992158888,270.0,0.3425140239330513,456.0,443.0,2.0,COMPLETE,,,,,,,,
295.0,0.05599142057749518,2024-04-26 03:47:46.558363,2024-04-26 03:47:48.081315,0 days 00:00:01.522952,0.8510479251325854,262.0,0.35912765309932027,375.0,427.0,2.0,COMPLETE,,,,,,,,
296.0,0.009791060805246943,2024-04-26 03:47:48.082335,2024-04-26 03:47:49.747669,0 days 00:00:01.665334,0.8253313007513826,191.0,0.38927758054426687,468.0,377.0,2.0,COMPLETE,,,,,,,,
297.0,0.027057872500346747,2024-04-26 03:47:49.748688,2024-04-26 03:47:51.829462,0 days 00:00:02.080774,0.8849617637426833,175.0,0.422197099496292,506.0,432.0,2.0,COMPLETE,,,,,,,,
298.0,0.019891201535074288,2024-04-26 03:47:51.830463,2024-04-26 03:47:53.612318,0 days 00:00:01.781855,0.8544516986654307,232.0,0.3335901491667426,493.0,387.0,2.0,COMPLETE,,,,,,,,
299.0,0.04994663110961284,2024-04-26 03:47:53.613319,2024-04-26 03:47:55.717538,0 days 00:00:02.104219,0.834794181944372,259.0,0.32636177834074825,482.0,463.0,2.0,COMPLETE,,,,,,,,
300.0,0.061442028329596,2024-04-26 03:47:55.718517,2024-04-26 03:47:57.591723,0 days 00:00:01.873206,0.656713231834207,129.0,0.3517056694622047,534.0,375.0,2.0,COMPLETE,,,,,,,,
301.0,0.02488924547035687,2024-04-26 03:47:57.593726,2024-04-26 03:47:59.577066,0 days 00:00:01.983340,0.8696263887403349,206.0,0.38068542579645376,514.0,409.0,2.0,COMPLETE,,,,,,,,
302.0,0.15579906274513888,2024-04-26 03:47:59.578068,2024-04-26 03:48:01.192078,0 days 00:00:01.614010,0.8161812371496733,336.0,0.36461408990992045,526.0,329.0,2.0,COMPLETE,,,,,,,,
303.0,0.038068369725168694,2024-04-26 03:48:01.193079,2024-04-26 03:48:02.908431,0 days 00:00:01.715352,0.7386333853706605,247.0,0.34512261203718925,497.0,369.0,2.0,COMPLETE,,,,,,,,
304.0,0.033520421927027755,2024-04-26 03:48:02.910432,2024-04-26 03:48:04.062173,0 days 00:00:01.151741,0.8938364626626775,172.0,0.3191294119825435,465.0,265.0,2.0,COMPLETE,,,,,,,,
305.0,0.05755249802341744,2024-04-26 03:48:04.064173,2024-04-26 03:48:04.974745,0 days 00:00:00.910572,0.8395426595142391,50.0,0.3118463883556949,245.0,387.0,2.0,COMPLETE,,,,,,,,
306.0,0.07269797156589597,2024-04-26 03:48:04.975766,2024-04-26 03:48:06.514340,0 days 00:00:01.538574,0.8565971384104337,185.0,0.36877672120901367,474.0,343.0,2.0,COMPLETE,,,,,,,,
307.0,0.02415076533461935,2024-04-26 03:48:06.516339,2024-04-26 03:48:08.571395,0 days 00:00:02.055056,0.8140895955296166,276.0,0.33297424673876796,485.0,452.0,2.0,COMPLETE,,,,,,,,
308.0,0.1022711775936127,2024-04-26 03:48:08.573396,2024-04-26 03:48:10.285235,0 days 00:00:01.711839,0.4828218562613402,196.0,0.6238961975984838,455.0,378.0,2.0,COMPLETE,,,,,,,,
309.0,0.0524135115923432,2024-04-26 03:48:10.287236,2024-04-26 03:48:12.092166,0 days 00:00:01.804930,0.8756872896214658,264.0,0.17844357988768286,507.0,393.0,2.0,COMPLETE,,,,,,,,
310.0,0.019805953699906453,2024-04-26 03:48:12.093168,2024-04-26 03:48:14.459189,0 days 00:00:02.366021,0.7791945914925337,244.0,0.3201410882103086,523.0,484.0,2.0,COMPLETE,,,,,,,,
311.0,0.010432919651369943,2024-04-26 03:48:14.460188,2024-04-26 03:48:16.247532,0 days 00:00:01.787344,0.8255919731751643,317.0,0.29826131181222204,546.0,354.0,2.0,COMPLETE,,,,,,,,
312.0,0.048310171679961655,2024-04-26 03:48:16.248533,2024-04-26 03:48:18.233369,0 days 00:00:01.984836,0.8462410259557008,301.0,0.1925751490136264,535.0,406.0,2.0,COMPLETE,,,,,,,,
313.0,0.09497706198760447,2024-04-26 03:48:18.234368,2024-04-26 03:48:19.608067,0 days 00:00:01.373699,0.8003017601347909,167.0,0.4079138678145434,388.0,368.0,2.0,COMPLETE,,,,,,,,
314.0,0.015334951256139817,2024-04-26 03:48:19.610068,2024-04-26 03:48:21.462414,0 days 00:00:01.852346,0.44533157469593,183.0,0.3415636661276899,513.0,386.0,2.0,COMPLETE,,,,,,,,
315.0,0.10115654329606194,2024-04-26 03:48:21.464412,2024-04-26 03:48:22.400266,0 days 00:00:00.935854,0.8283630919234868,219.0,0.15852023731304798,478.0,217.0,2.0,COMPLETE,,,,,,,,
316.0,0.0006707361822346769,2024-04-26 03:48:22.401287,2024-04-26 03:48:24.449376,0 days 00:00:02.048089,0.8647730306276101,56.0,0.3873349084185821,489.0,443.0,2.0,COMPLETE,,,,,,,,
317.0,0.019962267054353333,2024-04-26 03:48:24.450375,2024-04-26 03:48:26.529864,0 days 00:00:02.079489,0.8660326182986186,57.0,0.39015648310209966,494.0,442.0,2.0,COMPLETE,,,,,,,,
318.0,0.03741002110700187,2024-04-26 03:48:26.530866,2024-04-26 03:48:28.575319,0 days 00:00:02.044453,0.896615639691759,55.0,0.3817507682081297,485.0,436.0,1.0,COMPLETE,,,,,,,,
319.0,0.0768743796502207,2024-04-26 03:48:28.576320,2024-04-26 03:48:30.558371,0 days 00:00:01.982051,0.6967726781443345,62.0,0.4114492711532416,467.0,446.0,2.0,COMPLETE,,,,,,,,
320.0,0.0707644909033931,2024-04-26 03:48:30.559357,2024-04-26 03:48:32.787732,0 days 00:00:02.228375,0.8795055638780069,62.0,0.4012099170073491,500.0,464.0,2.0,COMPLETE,,,,,,,,
321.0,0.0007990144403606791,2024-04-26 03:48:32.789734,2024-04-26 03:48:34.860805,0 days 00:00:02.071071,0.8563009168344048,255.0,0.32932985935730213,488.0,455.0,2.0,COMPLETE,,,,,,,,
322.0,0.005468274001634299,2024-04-26 03:48:34.862805,2024-04-26 03:48:37.295691,0 days 00:00:02.432886,0.8498312013610799,251.0,0.3687431702429836,566.0,459.0,2.0,COMPLETE,,,,,,,,
323.0,0.013328286298945002,2024-04-26 03:48:37.296691,2024-04-26 03:48:39.400840,0 days 00:00:02.104149,0.7670801850055482,267.0,0.3587999766595386,475.0,470.0,2.0,COMPLETE,,,,,,,,
324.0,0.04518978052175626,2024-04-26 03:48:39.401808,2024-04-26 03:48:41.249574,0 days 00:00:01.847766,0.11315707037041797,258.0,0.33307058274727885,458.0,429.0,2.0,COMPLETE,,,,,,,,
325.0,0.22882784194387895,2024-04-26 03:48:41.250573,2024-04-26 03:48:43.307982,0 days 00:00:02.057409,0.5973695313992732,275.0,0.31469407679877986,490.0,451.0,2.0,COMPLETE,,,,,,,,
326.0,0.004830965602684145,2024-04-26 03:48:43.308984,2024-04-26 03:48:45.362796,0 days 00:00:02.053812,0.8450001839164744,234.0,0.3073906975347443,482.0,456.0,2.0,COMPLETE,,,,,,,,
327.0,0.016828956728330624,2024-04-26 03:48:45.363773,2024-04-26 03:48:47.238794,0 days 00:00:01.875021,0.863937480209976,50.0,0.35496021813795636,448.0,440.0,2.0,COMPLETE,,,,,,,,
328.0,0.04555496410208981,2024-04-26 03:48:47.240793,2024-04-26 03:48:49.218941,0 days 00:00:01.978148,0.8823677099598,287.0,0.32878096350792024,471.0,448.0,2.0,COMPLETE,,,,,,,,
329.0,0.07130541796338719,2024-04-26 03:48:49.220644,2024-04-26 03:48:50.860676,0 days 00:00:01.640032,0.800295478291085,256.0,0.38007550168863596,483.0,358.0,2.0,COMPLETE,,,,,,,,
330.0,0.05034176115442257,2024-04-26 03:48:50.861655,2024-04-26 03:48:52.856696,0 days 00:00:01.995041,0.5183239359320972,248.0,0.2973049511189251,468.0,456.0,2.0,COMPLETE,,,,,,,,
331.0,0.02568308183390222,2024-04-26 03:48:52.858699,2024-04-26 03:48:53.879824,0 days 00:00:01.021125,0.7239819864702726,268.0,0.34661390564784694,552.0,196.0,2.0,COMPLETE,,,,,,,,
332.0,0.019597127895195854,2024-04-26 03:48:53.880844,2024-04-26 03:48:55.699733,0 days 00:00:01.818889,0.8987271247285812,156.0,0.5321347959961703,393.0,467.0,2.0,COMPLETE,,,,,,,,
333.0,0.02121215729437509,2024-04-26 03:48:55.700734,2024-04-26 03:48:57.531655,0 days 00:00:01.830921,0.6764446657359398,244.0,0.32323797849704644,461.0,422.0,2.0,COMPLETE,,,,,,,,
334.0,0.053776978489384675,2024-04-26 03:48:57.533665,2024-04-26 03:48:59.888651,0 days 00:00:02.354986,0.6297870437096134,67.0,0.28737727589919854,573.0,444.0,2.0,COMPLETE,,,,,,,,
335.0,0.07753000461536352,2024-04-26 03:48:59.890382,2024-04-26 03:49:01.156531,0 days 00:00:01.266149,0.8374971569508106,226.0,0.30996493877417897,367.0,365.0,2.0,COMPLETE,,,,,,,,
336.0,0.008226227563271848,2024-04-26 03:49:01.158532,2024-04-26 03:49:03.251020,0 days 00:00:02.092488,0.8590888974680613,362.0,0.4841230799498829,584.0,375.0,2.0,COMPLETE,,,,,,,,
337.0,0.0456188902061605,2024-04-26 03:49:03.253019,2024-04-26 03:49:03.824382,0 days 00:00:00.571363,0.7850515617715582,141.0,0.36913793951211116,315.0,181.0,2.0,COMPLETE,,,,,,,,
338.0,0.027666208067026687,2024-04-26 03:49:03.825381,2024-04-26 03:49:05.741112,0 days 00:00:01.915731,0.6516397613030522,162.0,0.26289902650611896,477.0,435.0,2.0,COMPLETE,,,,,,,,
339.0,0.014981759162159491,2024-04-26 03:49:05.742113,2024-04-26 03:49:07.361853,0 days 00:00:01.619740,0.7475033541267829,58.0,0.3462721621112119,492.0,350.0,2.0,COMPLETE,,,,,,,,
340.0,0.05934425391001774,2024-04-26 03:49:07.362857,2024-04-26 03:49:08.644234,0 days 00:00:01.281377,0.8147794257041555,122.0,0.39582368834153925,399.0,332.0,2.0,COMPLETE,,,,,,,,
341.0,0.005708158235059102,2024-04-26 03:49:08.646235,2024-04-26 03:49:10.383830,0 days 00:00:01.737595,0.8345992326145917,264.0,0.29796135924735523,499.0,372.0,2.0,COMPLETE,,,,,,,,
342.0,0.033422311596675414,2024-04-26 03:49:10.384831,2024-04-26 03:49:12.108409,0 days 00:00:01.723578,0.8005078624340364,173.0,0.2724931349538997,487.0,381.0,2.0,COMPLETE,,,,,,,,
343.0,0.03566698688872094,2024-04-26 03:49:12.109410,2024-04-26 03:49:13.349786,0 days 00:00:01.240376,0.8762899954242728,74.0,0.42994458338183167,407.0,317.0,2.0,COMPLETE,,,,,,,,
344.0,0.007557765002431438,2024-04-26 03:49:13.351788,2024-04-26 03:49:15.079133,0 days 00:00:01.727345,0.8557273486795697,256.0,0.3299902512756826,508.0,362.0,2.0,COMPLETE,,,,,,,,
345.0,0.05030358564891024,2024-04-26 03:49:15.081131,2024-04-26 03:49:17.085936,0 days 00:00:02.004805,0.49720459526224736,65.0,0.2922496103405953,471.0,457.0,2.0,COMPLETE,,,,,,,,
346.0,0.01266303922963452,2024-04-26 03:49:17.086936,2024-04-26 03:49:19.432578,0 days 00:00:02.345642,0.8708846879259272,281.0,0.3465754353727542,519.0,481.0,2.0,COMPLETE,,,,,,,,
347.0,0.008870931016078387,2024-04-26 03:49:19.434576,2024-04-26 03:49:21.879154,0 days 00:00:02.444578,0.3746191843647705,50.0,0.3123108383135782,591.0,447.0,2.0,COMPLETE,,,,,,,,
348.0,0.015571362406587852,2024-04-26 03:49:21.880173,2024-04-26 03:49:23.715062,0 days 00:00:01.834889,0.842923967048368,112.0,0.26291741166088883,457.0,431.0,2.0,COMPLETE,,,,,,,,
349.0,0.08130180107489693,2024-04-26 03:49:23.716062,2024-04-26 03:49:25.604111,0 days 00:00:01.888049,0.7627833002408592,239.0,0.36418000138216367,540.0,371.0,2.0,COMPLETE,,,,,,,,
350.0,0.01994377513381629,2024-04-26 03:49:25.606093,2024-04-26 03:49:27.271757,0 days 00:00:01.665664,0.8228013427082763,276.0,0.20466765883339236,477.0,380.0,2.0,COMPLETE,,,,,,,,
351.0,0.044840989994916924,2024-04-26 03:49:27.273758,2024-04-26 03:49:29.444522,0 days 00:00:02.170764,0.4316256651367486,150.0,0.8469881615757384,445.0,471.0,2.0,COMPLETE,,,,,,,,
352.0,0.07228471926672952,2024-04-26 03:49:29.445501,2024-04-26 03:49:30.842572,0 days 00:00:01.397071,0.1294664560044097,177.0,0.28056372106303257,416.0,358.0,2.0,COMPLETE,,,,,,,,
353.0,0.008418565841804337,2024-04-26 03:49:30.843572,2024-04-26 03:49:32.596993,0 days 00:00:01.753421,0.8880022548635294,167.0,0.2519043575195261,490.0,386.0,2.0,COMPLETE,,,,,,,,
354.0,0.08292252346323536,2024-04-26 03:49:32.597995,2024-04-26 03:49:34.423068,0 days 00:00:01.825073,0.7841950457207943,470.0,0.3375563704792795,579.0,337.0,2.0,COMPLETE,,,,,,,,
355.0,0.013929721894763603,2024-04-26 03:49:34.424068,2024-04-26 03:49:36.663875,0 days 00:00:02.239807,0.8591265658357665,131.0,0.38008696138352205,560.0,418.0,1.0,COMPLETE,,,,,,,,
356.0,0.02614906279501028,2024-04-26 03:49:36.664873,2024-04-26 03:49:38.287386,0 days 00:00:01.622513,0.4596012993728604,72.0,0.3153460256265538,504.0,344.0,2.0,COMPLETE,,,,,,,,
357.0,0.03609073163245036,2024-04-26 03:49:38.289385,2024-04-26 03:49:39.869618,0 days 00:00:01.580233,0.8116894119964889,250.0,0.29371192046492145,464.0,364.0,2.0,COMPLETE,,,,,,,,
358.0,0.07931223927806386,2024-04-26 03:49:39.870619,2024-04-26 03:49:41.622731,0 days 00:00:01.752112,0.8799375334088245,268.0,0.18570184946452767,600.0,324.0,2.0,COMPLETE,,,,,,,,
359.0,0.06379208527484614,2024-04-26 03:49:41.624731,2024-04-26 03:49:43.208688,0 days 00:00:01.583957,0.8328727497666306,79.0,0.2283648328380354,382.0,445.0,2.0,COMPLETE,,,,,,,,
360.0,0.013689420906542793,2024-04-26 03:49:43.210688,2024-04-26 03:49:45.292462,0 days 00:00:02.081774,0.8483082727947121,59.0,0.2706379104109883,483.0,464.0,2.0,COMPLETE,,,,,,,,
361.0,0.017927380706781904,2024-04-26 03:49:45.293460,2024-04-26 03:49:47.603588,0 days 00:00:02.310128,0.7942852512346711,260.0,0.4637381349861861,531.0,454.0,2.0,COMPLETE,,,,,,,,
362.0,0.005697749260599849,2024-04-26 03:49:47.604589,2024-04-26 03:49:49.365350,0 days 00:00:01.760761,0.8996404215830764,237.0,0.24973349562850297,516.0,371.0,2.0,COMPLETE,,,,,,,,
363.0,0.008527305737361601,2024-04-26 03:49:49.367328,2024-04-26 03:49:51.141767,0 days 00:00:01.774439,0.8631024014475861,157.0,0.5753660571124726,451.0,401.0,2.0,COMPLETE,,,,,,,,
364.0,0.049994457018614824,2024-04-26 03:49:51.143768,2024-04-26 03:49:52.917567,0 days 00:00:01.773799,0.10867144996095462,204.0,0.3541846927308123,496.0,381.0,2.0,COMPLETE,,,,,,,,
365.0,0.11833535893040015,2024-04-26 03:49:52.919566,2024-04-26 03:49:54.388777,0 days 00:00:01.469211,0.8255987598742973,184.0,0.21116030504855354,406.0,390.0,2.0,COMPLETE,,,,,,,,
366.0,0.004921230782153785,2024-04-26 03:49:54.390776,2024-04-26 03:49:55.640467,0 days 00:00:01.249691,0.5333452422129813,95.0,0.33236163213627296,472.0,279.0,2.0,COMPLETE,,,,,,,,
367.0,0.04572051911985753,2024-04-26 03:49:55.641467,2024-04-26 03:49:57.335713,0 days 00:00:01.694246,0.40819648440383943,68.0,0.17007550559890164,421.0,438.0,2.0,COMPLETE,,,,,,,,
368.0,0.07873663645359308,2024-04-26 03:49:57.336714,2024-04-26 03:49:58.839419,0 days 00:00:01.502705,0.7006305218786689,103.0,0.3909165045845136,441.0,356.0,2.0,COMPLETE,,,,,,,,
369.0,0.002677271303745954,2024-04-26 03:49:58.840420,2024-04-26 03:50:00.520150,0 days 00:00:01.679730,0.7772214027466583,88.0,0.3062627371264664,482.0,374.0,2.0,COMPLETE,,,,,,,,
370.0,0.015174662748181689,2024-04-26 03:50:00.522150,2024-04-26 03:50:02.393487,0 days 00:00:01.871337,0.7665552912646827,90.0,0.32198277544019543,486.0,410.0,2.0,COMPLETE,,,,,,,,
371.0,0.08804805827996098,2024-04-26 03:50:02.394495,2024-04-26 03:50:04.098882,0 days 00:00:01.704387,0.7457552803314264,87.0,0.3664982887596362,480.0,375.0,2.0,COMPLETE,,,,,,,,
372.0,0.08656848326795874,2024-04-26 03:50:04.100888,2024-04-26 03:50:05.282685,0 days 00:00:01.181797,0.7795872145503354,74.0,0.32156325934954955,500.0,250.0,2.0,COMPLETE,,,,,,,,
373.0,0.0005990918740259588,2024-04-26 03:50:05.283685,2024-04-26 03:50:07.012500,0 days 00:00:01.728815,0.879286412671893,113.0,0.2995120557168183,465.0,396.0,2.0,COMPLETE,,,,,,,,
374.0,0.05074454538368478,2024-04-26 03:50:07.013498,2024-04-26 03:50:08.736696,0 days 00:00:01.723198,0.8820661295035483,114.0,0.30185386702360417,462.0,397.0,2.0,COMPLETE,,,,,,,,
375.0,0.08573997391128074,2024-04-26 03:50:08.737697,2024-04-26 03:50:10.628181,0 days 00:00:01.890484,0.8739954167826832,121.0,0.727038594857415,467.0,401.0,2.0,COMPLETE,,,,,,,,
376.0,0.049113663580813594,2024-04-26 03:50:10.629181,2024-04-26 03:50:12.857420,0 days 00:00:02.228239,0.899151247003884,111.0,0.35024506004088596,478.0,492.0,2.0,COMPLETE,,,,,,,,
377.0,0.06779888924817179,2024-04-26 03:50:12.859419,2024-04-26 03:50:14.696316,0 days 00:00:01.836897,0.855940897762096,102.0,0.33574401699011225,469.0,416.0,2.0,COMPLETE,,,,,,,,
378.0,0.009636132184761337,2024-04-26 03:50:14.697316,2024-04-26 03:50:16.316554,0 days 00:00:01.619238,0.8705027533873532,131.0,0.1964746771623517,457.0,387.0,2.0,COMPLETE,,,,,,,,
