number,value,datetime_start,datetime_complete,duration,params_alpha,params_initial_temperature,params_mutation_ratio,params_no_generations,params_population_size,params_var,state,population_size,no_generations,mutation_ratio,var,initial_temperature,alpha,best_value,record_type
293.0,0.0004587218537274423,2024-04-26 04:15:05.645530,2024-04-26 04:15:06.253597,0 days 00:00:00.608067,0.7115446622944906,830.0,0.6272604425816668,302.0,260.0,2.0,COMPLETE,,,,,,,,
294.0,0.00017965151102717497,2024-04-26 04:15:06.255598,2024-04-26 04:15:06.960890,0 days 00:00:00.705292,0.8703601961556733,686.0,0.5836206736259989,393.0,240.0,2.0,COMPLETE,,,,,,,,
295.0,0.0003527034784866018,2024-04-26 04:15:06.961888,2024-04-26 04:15:07.392890,0 days 00:00:00.431002,0.8849198347979823,814.0,0.6089867401285445,232.0,229.0,2.0,COMPLETE,,,,,,,,
296.0,0.0005524102617311625,2024-04-26 04:15:07.393890,2024-04-26 04:15:07.953890,0 days 00:00:00.560000,0.8999455599258587,636.0,0.55090225029188,296.0,247.0,2.0,COMPLETE,,,,,,,,
297.0,0.00014809272179339112,2024-04-26 04:15:07.955894,2024-04-26 04:15:08.450762,0 days 00:00:00.494868,0.852517427050521,853.0,0.569133173819542,271.0,233.0,2.0,COMPLETE,,,,,,,,
298.0,0.0005843251173952012,2024-04-26 04:15:08.451764,2024-04-26 04:15:08.979566,0 days 00:00:00.527802,0.82562265426468,716.0,0.4126087708323197,280.0,252.0,2.0,COMPLETE,,,,,,,,
299.0,0.00012269943571077991,2024-04-26 04:15:08.980565,2024-04-26 04:15:09.479565,0 days 00:00:00.499000,0.864147076507872,907.0,0.5910285754428721,288.0,221.0,2.0,COMPLETE,,,,,,,,
300.0,0.0008553049077728154,2024-04-26 04:15:09.480574,2024-04-26 04:15:09.973565,0 days 00:00:00.492991,0.507981498809494,831.0,0.773018915551631,250.0,239.0,2.0,COMPLETE,,,,,,,,
301.0,0.0005651026170226315,2024-04-26 04:15:09.974566,2024-04-26 04:15:10.447515,0 days 00:00:00.472949,0.13182262503961667,934.0,0.5440744938578931,280.0,215.0,2.0,COMPLETE,,,,,,,,
302.0,0.0005592239520417501,2024-04-26 04:15:10.449514,2024-04-26 04:15:11.169746,0 days 00:00:00.720232,0.4701574999493549,880.0,0.6289747482182492,365.0,261.0,2.0,COMPLETE,,,,,,,,
303.0,0.0002588495411733712,2024-04-26 04:15:11.170744,2024-04-26 04:15:11.868744,0 days 00:00:00.698000,0.8825341773186403,665.0,0.6019633153889071,379.0,245.0,2.0,COMPLETE,,,,,,,,
304.0,0.00015685072940791096,2024-04-26 04:15:11.869745,2024-04-26 04:15:12.303725,0 days 00:00:00.433980,0.8526473772935673,819.0,0.576577309630716,238.0,227.0,2.0,COMPLETE,,,,,,,,
305.0,0.0004995217211751727,2024-04-26 04:15:12.305727,2024-04-26 04:15:12.795430,0 days 00:00:00.489703,0.7000326145809151,801.0,0.8128683847280999,225.0,259.0,2.0,COMPLETE,,,,,,,,
306.0,6.249996573784264e-05,2024-04-26 04:15:12.797429,2024-04-26 04:15:13.882498,0 days 00:00:01.085069,0.877546518311756,260.0,0.5008606210269675,319.0,454.0,2.0,COMPLETE,,,,,,,,
307.0,0.0007119990683216388,2024-04-26 04:15:13.884496,2024-04-26 04:15:14.442514,0 days 00:00:00.558018,0.8846397589606413,847.0,0.5640067555582834,303.0,236.0,2.0,COMPLETE,,,,,,,,
308.0,8.558737135777398e-05,2024-04-26 04:15:14.444495,2024-04-26 04:15:15.338032,0 days 00:00:00.893537,0.8652657331115733,748.0,0.872669381107013,544.0,208.0,2.0,COMPLETE,,,,,,,,
309.0,0.00049289973661682,2024-04-26 04:15:15.339031,2024-04-26 04:15:16.366052,0 days 00:00:01.027021,0.8995729166248726,706.0,0.5845512634744516,294.0,462.0,2.0,COMPLETE,,,,,,,,
310.0,0.00010536970208412615,2024-04-26 04:15:16.367052,2024-04-26 04:15:16.949422,0 days 00:00:00.582370,0.8388074064997526,849.0,0.8459241637322348,275.0,251.0,2.0,COMPLETE,,,,,,,,
311.0,0.00043100901465710387,2024-04-26 04:15:16.950424,2024-04-26 04:15:17.795013,0 days 00:00:00.844589,0.5263501222456601,883.0,0.6121517290948089,245.0,444.0,2.0,COMPLETE,,,,,,,,
312.0,5.305442404795427e-05,2024-04-26 04:15:17.797013,2024-04-26 04:15:18.633011,0 days 00:00:00.835998,0.8729097857219229,791.0,0.5588042305904736,574.0,201.0,2.0,COMPLETE,,,,,,,,
313.0,0.0017715108054603623,2024-04-26 04:15:18.634013,2024-04-26 04:15:19.133844,0 days 00:00:00.499831,0.718646099734565,911.0,0.5923573888116045,258.0,245.0,2.0,COMPLETE,,,,,,,,
314.0,0.000579855155788699,2024-04-26 04:15:19.135843,2024-04-26 04:15:19.550167,0 days 00:00:00.414324,0.851378712411622,821.0,0.5461729132834484,286.0,179.0,2.0,COMPLETE,,,,,,,,
315.0,0.0002609922160952132,2024-04-26 04:15:19.551148,2024-04-26 04:15:20.024167,0 days 00:00:00.473019,0.8860114008669783,738.0,0.5141903661492526,270.0,224.0,2.0,COMPLETE,,,,,,,,
316.0,3.800493188866413e-05,2024-04-26 04:15:20.026168,2024-04-26 04:15:20.468167,0 days 00:00:00.441999,0.8118422117742176,685.0,0.4371521345076638,243.0,235.0,2.0,COMPLETE,,,,,,,,
317.0,1.5920807049168898e-05,2024-04-26 04:15:20.470167,2024-04-26 04:15:20.894106,0 days 00:00:00.423939,0.7738341591414463,866.0,0.48733907514964236,234.0,229.0,2.0,COMPLETE,,,,,,,,
318.0,0.00097658953601819,2024-04-26 04:15:20.895250,2024-04-26 04:15:21.320647,0 days 00:00:00.425397,0.8048220208319627,872.0,0.43753047307627563,230.0,235.0,2.0,COMPLETE,,,,,,,,
319.0,4.783162711182355e-05,2024-04-26 04:15:21.321648,2024-04-26 04:15:21.756019,0 days 00:00:00.434371,0.8164116454698526,891.0,0.49022287388064695,236.0,233.0,2.0,COMPLETE,,,,,,,,
320.0,0.00018893175318615888,2024-04-26 04:15:21.758020,2024-04-26 04:15:22.219019,0 days 00:00:00.460999,0.7550570021231225,837.0,0.46109316284962387,246.0,243.0,2.0,COMPLETE,,,,,,,,
321.0,0.00010016960644597381,2024-04-26 04:15:22.220021,2024-04-26 04:15:22.661021,0 days 00:00:00.441000,0.7366657511430454,863.0,0.4467893244955876,223.0,255.0,2.0,COMPLETE,,,,,,,,
322.0,1.1946495598256753e-05,2024-04-26 04:15:22.662021,2024-04-26 04:15:23.080843,0 days 00:00:00.418822,0.7899366202207624,763.0,0.44726385660618223,231.0,228.0,2.0,COMPLETE,,,,,,,,
323.0,0.0002768928055851455,2024-04-26 04:15:23.082439,2024-04-26 04:15:23.494461,0 days 00:00:00.412022,0.7803256380357136,773.0,0.4186304826612678,232.0,227.0,2.0,COMPLETE,,,,,,,,
324.0,0.00040567821560774815,2024-04-26 04:15:23.495462,2024-04-26 04:15:23.936027,0 days 00:00:00.440565,0.8010308552487846,762.0,0.42822855486272965,243.0,231.0,2.0,COMPLETE,,,,,,,,
325.0,0.0006155665266238502,2024-04-26 04:15:23.937026,2024-04-26 04:15:24.430025,0 days 00:00:00.492999,0.7853354693346769,797.0,0.4363895309378437,219.0,293.0,2.0,COMPLETE,,,,,,,,
326.0,9.689158637532836e-06,2024-04-26 04:15:24.432030,2024-04-26 04:15:25.066004,0 days 00:00:00.633974,0.7763773381860979,724.0,0.4502873076245364,253.0,334.0,2.0,COMPLETE,,,,,,,,
327.0,0.0014365285870253264,2024-04-26 04:15:25.067004,2024-04-26 04:15:25.689645,0 days 00:00:00.622641,0.756962184817454,727.0,0.45827585111750224,250.0,328.0,2.0,COMPLETE,,,,,,,,
328.0,0.0008002221598788855,2024-04-26 04:15:25.690623,2024-04-26 04:15:26.303189,0 days 00:00:00.612566,0.7553504261030125,736.0,0.39777604295309327,236.0,346.0,2.0,COMPLETE,,,,,,,,
329.0,8.288673528098546e-05,2024-04-26 04:15:26.305188,2024-04-26 04:15:26.970187,0 days 00:00:00.664999,0.7779271729774216,751.0,0.4763150844175856,242.0,365.0,2.0,COMPLETE,,,,,,,,
330.0,0.0007394404913498318,2024-04-26 04:15:26.972187,2024-04-26 04:15:27.449559,0 days 00:00:00.477372,0.6913730549968286,761.0,0.44885153999875504,213.0,286.0,2.0,COMPLETE,,,,,,,,
331.0,0.0005756911054767323,2024-04-26 04:15:27.450547,2024-04-26 04:15:28.107936,0 days 00:00:00.657389,0.8000149003283844,783.0,0.48229110790583046,257.0,338.0,2.0,COMPLETE,,,,,,,,
332.0,2.838326182195164e-05,2024-04-26 04:15:28.108935,2024-04-26 04:15:28.507938,0 days 00:00:00.399003,0.7676915575624672,718.0,0.41797831304073696,229.0,220.0,2.0,COMPLETE,,,,,,,,
333.0,0.0007926602852443633,2024-04-26 04:15:28.508935,2024-04-26 04:15:28.891917,0 days 00:00:00.382982,0.7961447624811225,712.0,0.40031042308108583,225.0,214.0,2.0,COMPLETE,,,,,,,,
334.0,0.00026662542886607074,2024-04-26 04:15:28.892938,2024-04-26 04:15:29.265934,0 days 00:00:00.372996,0.768916959476834,720.0,0.43437353262817163,208.0,222.0,2.0,COMPLETE,,,,,,,,
335.0,0.000171328309720738,2024-04-26 04:15:29.266939,2024-04-26 04:15:29.819964,0 days 00:00:00.553025,0.7789235452415931,697.0,0.4522361516823049,230.0,314.0,2.0,COMPLETE,,,,,,,,
336.0,0.0006658431076913761,2024-04-26 04:15:29.821966,2024-04-26 04:15:30.364291,0 days 00:00:00.542325,0.821664527119995,743.0,0.4378849990300041,236.0,300.0,2.0,COMPLETE,,,,,,,,
337.0,3.825765863961995e-05,2024-04-26 04:15:30.366285,2024-04-26 04:15:30.741307,0 days 00:00:00.375022,0.7655876876811274,136.0,0.4147927950016048,240.0,194.0,2.0,COMPLETE,,,,,,,,
338.0,0.0003935113674562859,2024-04-26 04:15:30.742307,2024-04-26 04:15:31.131306,0 days 00:00:00.388999,0.766794516191595,145.0,0.3931760468142832,228.0,214.0,2.0,COMPLETE,,,,,,,,
339.0,0.0003591386248179859,2024-04-26 04:15:31.133306,2024-04-26 04:15:31.515308,0 days 00:00:00.382002,0.7862899690131065,396.0,0.41344591064483227,239.0,200.0,2.0,COMPLETE,,,,,,,,
340.0,0.0013373264610323393,2024-04-26 04:15:31.516307,2024-04-26 04:15:31.870195,0 days 00:00:00.353888,0.7460979315240149,124.0,0.41935226950018506,248.0,172.0,2.0,COMPLETE,,,,,,,,
341.0,0.0010906026266257888,2024-04-26 04:15:31.871199,2024-04-26 04:15:32.247863,0 days 00:00:00.376664,0.8120182785464364,690.0,0.38073656984296245,223.0,201.0,2.0,COMPLETE,,,,,,,,
342.0,0.00018983311055032577,2024-04-26 04:15:32.248861,2024-04-26 04:15:32.595862,0 days 00:00:00.347001,0.7282182080723869,715.0,0.4077415657312767,218.0,195.0,2.0,COMPLETE,,,,,,,,
343.0,0.0003681097216052483,2024-04-26 04:15:32.596862,2024-04-26 04:15:32.969863,0 days 00:00:00.373001,0.7889834734956925,299.0,0.4147384257794956,239.0,192.0,2.0,COMPLETE,,,,,,,,
344.0,0.00039770877742427256,2024-04-26 04:15:32.970863,2024-04-26 04:15:33.352861,0 days 00:00:00.381998,0.7622159230360208,364.0,0.4193469478404576,253.0,186.0,2.0,COMPLETE,,,,,,,,
345.0,0.00012881182128879722,2024-04-26 04:15:33.353844,2024-04-26 04:15:33.775120,0 days 00:00:00.421276,0.7748206282033703,728.0,0.8989372521453485,230.0,205.0,2.0,COMPLETE,,,,,,,,
346.0,0.0012634849925192205,2024-04-26 04:15:33.776121,2024-04-26 04:15:34.604373,0 days 00:00:00.828252,0.8276461118091613,995.0,0.3793113881710565,528.0,224.0,2.0,COMPLETE,,,,,,,,
347.0,0.0001548859059903062,2024-04-26 04:15:34.605392,2024-04-26 04:15:35.297377,0 days 00:00:00.691985,0.7523558376442699,922.0,0.4366082782038009,247.0,374.0,2.0,COMPLETE,,,,,,,,
348.0,0.0001043614079534484,2024-04-26 04:15:35.298376,2024-04-26 04:15:35.714376,0 days 00:00:00.416000,0.7380085614534938,427.0,0.49984465252923227,240.0,214.0,2.0,COMPLETE,,,,,,,,
349.0,0.0003498182056396576,2024-04-26 04:15:35.715375,2024-04-26 04:15:36.132568,0 days 00:00:00.417193,0.8095962019343905,901.0,0.42741440508601075,232.0,227.0,2.0,COMPLETE,,,,,,,,
350.0,0.00014346971884714475,2024-04-26 04:15:36.133569,2024-04-26 04:15:36.582276,0 days 00:00:00.448707,0.7092350990404723,688.0,0.48465768687314187,244.0,233.0,2.0,COMPLETE,,,,,,,,
351.0,0.001338693489915952,2024-04-26 04:15:36.583278,2024-04-26 04:15:37.615278,0 days 00:00:01.032000,0.7994982715448328,943.0,0.88153781095212,555.0,239.0,2.0,COMPLETE,,,,,,,,
352.0,0.00011285043913382612,2024-04-26 04:15:37.617279,2024-04-26 04:15:38.050055,0 days 00:00:00.432776,0.7790054627928861,800.0,0.36596582660078947,254.0,208.0,2.0,COMPLETE,,,,,,,,
353.0,0.0006273448440477732,2024-04-26 04:15:38.051055,2024-04-26 04:15:38.429073,0 days 00:00:00.378018,0.8322745808112619,747.0,0.3999577032147825,214.0,221.0,2.0,COMPLETE,,,,,,,,
354.0,0.00042143821178202014,2024-04-26 04:15:38.431076,2024-04-26 04:15:38.896793,0 days 00:00:00.465717,0.7232078329767592,714.0,0.8573160196148003,226.0,238.0,2.0,COMPLETE,,,,,,,,
355.0,0.0007827274737677901,2024-04-26 04:15:38.898793,2024-04-26 04:15:39.847793,0 days 00:00:00.949000,0.7667468490038029,778.0,0.5113917569937141,535.0,248.0,2.0,COMPLETE,,,,,,,,
356.0,4.715104559613327e-06,2024-04-26 04:15:39.849793,2024-04-26 04:15:41.144180,0 days 00:00:01.294387,0.6820801658700174,179.0,0.46210674340923297,565.0,322.0,2.0,COMPLETE,,,,,,,,
357.0,0.0006143476723716354,2024-04-26 04:15:41.146180,2024-04-26 04:15:41.975180,0 days 00:00:00.829000,0.7231251079656777,142.0,0.46260518095574465,338.0,335.0,2.0,COMPLETE,,,,,,,,
358.0,0.00677921891463501,2024-04-26 04:15:41.976181,2024-04-26 04:15:42.949806,0 days 00:00:00.973625,0.6870249888633453,156.0,0.4723664581558593,594.0,230.0,2.0,COMPLETE,,,,,,,,
359.0,0.0022039967914839606,2024-04-26 04:15:42.950785,2024-04-26 04:15:44.285788,0 days 00:00:01.335003,0.6710144668901119,103.0,0.442600044015282,585.0,322.0,2.0,COMPLETE,,,,,,,,
360.0,0.0003197357902638366,2024-04-26 04:15:44.286785,2024-04-26 04:15:45.553326,0 days 00:00:01.266541,0.6825204227050449,732.0,0.46449602479063734,559.0,316.0,2.0,COMPLETE,,,,,,,,
361.0,0.005169747911083194,2024-04-26 04:15:45.556327,2024-04-26 04:15:46.136326,0 days 00:00:00.579999,0.6976980594822211,111.0,0.4497431435371377,233.0,325.0,2.0,COMPLETE,,,,,,,,
362.0,0.0004504221330260655,2024-04-26 04:15:46.137309,2024-04-26 04:15:46.953786,0 days 00:00:00.816477,0.7453456465129553,77.0,0.42254735667037374,448.0,254.0,2.0,COMPLETE,,,,,,,,
363.0,0.0003046463151328694,2024-04-26 04:15:46.955788,2024-04-26 04:15:48.310089,0 days 00:00:01.354301,0.7029602374421957,176.0,0.4867646638039048,572.0,329.0,2.0,COMPLETE,,,,,,,,
364.0,7.267700289773389e-05,2024-04-26 04:15:48.311069,2024-04-26 04:15:49.621657,0 days 00:00:01.310588,0.807927858719622,231.0,0.4310525106801135,598.0,310.0,2.0,COMPLETE,,,,,,,,
365.0,0.0004348322148266076,2024-04-26 04:15:49.622656,2024-04-26 04:15:50.102657,0 days 00:00:00.480001,0.7925692933774223,701.0,0.49472386407655444,252.0,240.0,2.0,COMPLETE,,,,,,,,
366.0,3.413021213136782e-05,2024-04-26 04:15:50.103655,2024-04-26 04:15:51.565421,0 days 00:00:01.461766,0.7137187399374343,814.0,0.7468073596074105,578.0,331.0,2.0,COMPLETE,,,,,,,,
367.0,0.00031317298290758666,2024-04-26 04:15:51.566421,2024-04-26 04:15:53.110398,0 days 00:00:01.543977,0.6731839556005218,810.0,0.7943111026899785,588.0,343.0,2.0,COMPLETE,,,,,,,,
368.0,0.0004216605872372917,2024-04-26 04:15:53.112395,2024-04-26 04:15:54.584312,0 days 00:00:01.471917,0.6881099886246272,835.0,0.7655710020956368,586.0,327.0,2.0,COMPLETE,,,,,,,,
369.0,0.00024667365426556446,2024-04-26 04:15:54.585313,2024-04-26 04:15:56.087324,0 days 00:00:01.502011,0.7099356165561643,794.0,0.7450450853101662,563.0,351.0,2.0,COMPLETE,,,,,,,,
370.0,0.00022052565900005822,2024-04-26 04:15:56.089325,2024-04-26 04:15:57.554587,0 days 00:00:01.465262,0.7099835475050712,762.0,0.8258554313318478,571.0,333.0,2.0,COMPLETE,,,,,,,,
371.0,0.003898028451796754,2024-04-26 04:15:57.555588,2024-04-26 04:15:58.974252,0 days 00:00:01.418664,0.723012848641465,820.0,0.4535327877679711,591.0,336.0,2.0,COMPLETE,,,,,,,,
372.0,5.0679831502773625e-05,2024-04-26 04:15:58.975254,2024-04-26 04:16:00.229180,0 days 00:00:01.253926,0.8294418708326569,838.0,0.24084124894866044,577.0,322.0,2.0,COMPLETE,,,,,,,,
373.0,0.002195719785595044,2024-04-26 04:16:00.231180,2024-04-26 04:16:01.676318,0 days 00:00:01.445138,0.6715337414398618,776.0,0.8452852687229897,577.0,319.0,2.0,COMPLETE,,,,,,,,
374.0,0.0013316479096384943,2024-04-26 04:16:01.677320,2024-04-26 04:16:02.935182,0 days 00:00:01.257862,0.6887813769457881,808.0,0.7411734498896341,546.0,302.0,2.0,COMPLETE,,,,,,,,
375.0,0.0007369125524284591,2024-04-26 04:16:02.937163,2024-04-26 04:16:03.974910,0 days 00:00:01.037747,0.8255557589374766,676.0,0.7109959712792338,597.0,231.0,2.0,COMPLETE,,,,,,,,
376.0,0.0003204895838730105,2024-04-26 04:16:03.975907,2024-04-26 04:16:04.649711,0 days 00:00:00.673804,0.7306223430788934,854.0,0.47724176989536066,401.0,221.0,2.0,COMPLETE,,,,,,,,
377.0,0.0003250908686280814,2024-04-26 04:16:04.650710,2024-04-26 04:16:05.734486,0 days 00:00:01.083776,0.6582781180598308,882.0,0.5191172011454641,579.0,259.0,2.0,COMPLETE,,,,,,,,
378.0,2.685299612382762e-05,2024-04-26 04:16:05.735486,2024-04-26 04:16:06.339106,0 days 00:00:00.603620,0.8463225031273331,50.0,0.501254241736728,315.0,249.0,2.0,COMPLETE,,,,,,,,
379.0,0.00010511407070886283,2024-04-26 04:16:06.340108,2024-04-26 04:16:06.933110,0 days 00:00:00.593002,0.8430258882281623,793.0,0.5301160888804096,310.0,249.0,2.0,COMPLETE,,,,,,,,
380.0,8.504900976727116e-05,2024-04-26 04:16:06.934108,2024-04-26 04:16:07.591110,0 days 00:00:00.657002,0.8596048455034164,821.0,0.5042417488279657,311.0,278.0,2.0,COMPLETE,,,,,,,,
381.0,0.00022808989569693885,2024-04-26 04:16:07.593113,2024-04-26 04:16:08.243300,0 days 00:00:00.650187,0.8506427689137235,58.0,0.48129398340708485,319.0,263.0,1.0,COMPLETE,,,,,,,,
382.0,0.0037572287156573854,2024-04-26 04:16:08.244318,2024-04-26 04:16:08.985714,0 days 00:00:00.741396,0.6970982767707475,241.0,0.4949594749030469,320.0,309.0,2.0,COMPLETE,,,,,,,,
383.0,0.001628218052003438,2024-04-26 04:16:08.986715,2024-04-26 04:16:09.906715,0 days 00:00:00.920000,0.7433990237077003,754.0,0.8763682883884897,330.0,343.0,2.0,COMPLETE,,,,,,,,
384.0,0.0008741405811432767,2024-04-26 04:16:09.908220,2024-04-26 04:16:11.313242,0 days 00:00:01.405022,0.7117691979100902,211.0,0.7217964132470354,521.0,357.0,2.0,COMPLETE,,,,,,,,
385.0,4.167375220749264e-05,2024-04-26 04:16:11.314223,2024-04-26 04:16:11.958241,0 days 00:00:00.644018,0.8706908169740969,849.0,0.8071507028840426,315.0,244.0,2.0,COMPLETE,,,,,,,,
386.0,0.0005225195960270595,2024-04-26 04:16:11.960241,2024-04-26 04:16:12.594887,0 days 00:00:00.634646,0.8442843562238471,785.0,0.5135484290265508,332.0,250.0,2.0,COMPLETE,,,,,,,,
387.0,0.00037768985053327625,2024-04-26 04:16:12.595910,2024-04-26 04:16:13.680462,0 days 00:00:01.084552,0.8737651364750836,189.0,0.5422835148687055,566.0,262.0,2.0,COMPLETE,,,,,,,,
388.0,0.005734523145484714,2024-04-26 04:16:13.681462,2024-04-26 04:16:14.265013,0 days 00:00:00.583551,0.4309758143744987,835.0,0.49912415539052696,308.0,242.0,2.0,COMPLETE,,,,,,,,
389.0,0.0005120850696998917,2024-04-26 04:16:14.266015,2024-04-26 04:16:14.993846,0 days 00:00:00.727831,0.8591452383533078,99.0,0.5343963539421095,325.0,295.0,2.0,COMPLETE,,,,,,,,
390.0,0.0008605867569450929,2024-04-26 04:16:14.995846,2024-04-26 04:16:15.567829,0 days 00:00:00.571983,0.7361684825138283,877.0,0.8637823958893804,300.0,226.0,2.0,COMPLETE,,,,,,,,
391.0,0.00027351218211296474,2024-04-26 04:16:15.568827,2024-04-26 04:16:16.382549,0 days 00:00:00.813722,0.8831106403149221,568.0,0.4626841295801798,431.0,258.0,2.0,COMPLETE,,,,,,,,
392.0,8.857927617560347e-05,2024-04-26 04:16:16.383549,2024-04-26 04:16:17.346658,0 days 00:00:00.963109,0.7158092412468251,805.0,0.758104268129704,504.0,249.0,2.0,COMPLETE,,,,,,,,
393.0,0.0001767898640007587,2024-04-26 04:16:17.348659,2024-04-26 04:16:18.207657,0 days 00:00:00.858998,0.840120919834443,770.0,0.8351265184978579,462.0,235.0,2.0,COMPLETE,,,,,,,,
394.0,0.0006022104059832505,2024-04-26 04:16:18.208659,2024-04-26 04:16:19.126337,0 days 00:00:00.917678,0.6981795939660712,734.0,0.5242149654026926,582.0,216.0,2.0,COMPLETE,,,,,,,,
395.0,0.0007840955249826938,2024-04-26 04:16:19.128320,2024-04-26 04:16:19.937318,0 days 00:00:00.808998,0.8603782099700368,828.0,0.47133432575225953,440.0,253.0,2.0,COMPLETE,,,,,,,,
396.0,5.986366685474002e-05,2024-04-26 04:16:19.938338,2024-04-26 04:16:20.377338,0 days 00:00:00.439000,0.8818759158126546,863.0,0.6019780164733824,218.0,238.0,2.0,COMPLETE,,,,,,,,
397.0,0.0006629675160093659,2024-04-26 04:16:20.378339,2024-04-26 04:16:20.853269,0 days 00:00:00.474930,0.7551639046113341,813.0,0.7023284122721875,200.0,276.0,2.0,COMPLETE,,,,,,,,
398.0,0.00035255146575536396,2024-04-26 04:16:20.854270,2024-04-26 04:16:22.883489,0 days 00:00:02.029219,0.6751794120824197,887.0,0.4892098639885145,599.0,472.0,2.0,COMPLETE,,,,,,,,
399.0,0.0002923114668817733,2024-04-26 04:16:22.885485,2024-04-26 04:16:23.566245,0 days 00:00:00.680760,0.8988031797252093,85.0,0.5447633682166705,263.0,333.0,2.0,COMPLETE,,,,,,,,
400.0,0.0014530797603913724,2024-04-26 04:16:23.567247,2024-04-26 04:16:23.999246,0 days 00:00:00.431999,0.8685275041926411,454.0,0.6385670894529822,224.0,227.0,2.0,COMPLETE,,,,,,,,
401.0,0.0011063748396641158,2024-04-26 04:16:24.000247,2024-04-26 04:16:24.759245,0 days 00:00:00.758998,0.6586509119088674,752.0,0.5922966782726132,415.0,243.0,2.0,COMPLETE,,,,,,,,
402.0,0.00046325923142285065,2024-04-26 04:16:24.760247,2024-04-26 04:16:25.591187,0 days 00:00:00.830940,0.7304814444716933,849.0,0.1852194977959012,425.0,287.0,2.0,COMPLETE,,,,,,,,
403.0,0.0009978126617322621,2024-04-26 04:16:25.592187,2024-04-26 04:16:26.561207,0 days 00:00:00.969020,0.8401214756974714,299.0,0.4564381788265551,514.0,264.0,2.0,COMPLETE,,,,,,,,
404.0,4.3155728044722066e-05,2024-04-26 04:16:26.562208,2024-04-26 04:16:27.092431,0 days 00:00:00.530223,0.8820663904300011,792.0,0.5059280465503952,305.0,223.0,2.0,COMPLETE,,,,,,,,
405.0,1.90080664746154e-05,2024-04-26 04:16:27.094431,2024-04-26 04:16:28.022672,0 days 00:00:00.928241,0.8643614977378551,868.0,0.7803360281032563,234.0,486.0,2.0,COMPLETE,,,,,,,,
406.0,0.00040121591177840106,2024-04-26 04:16:28.024650,2024-04-26 04:16:28.944672,0 days 00:00:00.920022,0.8555891092976572,900.0,0.8542470335507839,234.0,475.0,2.0,COMPLETE,,,,,,,,
407.0,0.001406024821145122,2024-04-26 04:16:28.945672,2024-04-26 04:16:29.797882,0 days 00:00:00.852210,0.8701804365857938,873.0,0.7943046710532947,214.0,483.0,2.0,COMPLETE,,,,,,,,
408.0,0.0002721146162656212,2024-04-26 04:16:29.798883,2024-04-26 04:16:30.527883,0 days 00:00:00.729000,0.846970049509443,868.0,0.8165483790720128,228.0,385.0,2.0,COMPLETE,,,,,,,,
409.0,3.852435976892922e-05,2024-04-26 04:16:30.529890,2024-04-26 04:16:31.485931,0 days 00:00:00.956041,0.8273893211130395,888.0,0.6200838832374822,250.0,490.0,2.0,COMPLETE,,,,,,,,
410.0,0.00031992818261730656,2024-04-26 04:16:31.486910,2024-04-26 04:16:32.501486,0 days 00:00:01.014576,0.8834421337024498,724.0,0.7828717173051083,259.0,485.0,2.0,COMPLETE,,,,,,,,
411.0,0.00019158985391792916,2024-04-26 04:16:32.502471,2024-04-26 04:16:33.507239,0 days 00:00:01.004768,0.8618898242827794,922.0,0.8746138499803554,535.0,234.0,2.0,COMPLETE,,,,,,,,
412.0,0.0032220802023291526,2024-04-26 04:16:33.508240,2024-04-26 04:16:33.911239,0 days 00:00:00.402999,0.8745363681498113,864.0,0.5589891355546491,222.0,210.0,2.0,COMPLETE,,,,,,,,
413.0,5.614358569516947e-05,2024-04-26 04:16:33.912241,2024-04-26 04:16:34.809605,0 days 00:00:00.897364,0.8992547248217606,611.0,0.4789222940215368,237.0,496.0,2.0,COMPLETE,,,,,,,,
414.0,0.00036754702625097657,2024-04-26 04:16:34.811627,2024-04-26 04:16:36.486544,0 days 00:00:01.674917,0.827716854825671,852.0,0.582385990595359,469.0,480.0,2.0,COMPLETE,,,,,,,,
415.0,0.00019508807993265324,2024-04-26 04:16:36.487545,2024-04-26 04:16:37.887127,0 days 00:00:01.399582,0.8554224583741936,739.0,0.8319971956936122,347.0,500.0,2.0,COMPLETE,,,,,,,,
416.0,0.00017679004604780505,2024-04-26 04:16:37.888129,2024-04-26 04:16:38.736562,0 days 00:00:00.848433,0.7847212375998681,836.0,0.60749397533222,231.0,463.0,2.0,COMPLETE,,,,,,,,
417.0,0.0010462630189811974,2024-04-26 04:16:38.738537,2024-04-26 04:16:39.276558,0 days 00:00:00.538021,0.8155155482261323,704.0,0.8887876711828461,246.0,254.0,2.0,COMPLETE,,,,,,,,
418.0,9.62783029858608e-05,2024-04-26 04:16:39.277560,2024-04-26 04:16:40.099142,0 days 00:00:00.821582,0.8729134063432202,772.0,0.5317144946105741,456.0,245.0,2.0,COMPLETE,,,,,,,,
419.0,0.001458358891063185,2024-04-26 04:16:40.100140,2024-04-26 04:16:40.641254,0 days 00:00:00.541114,0.8476141610141452,899.0,0.51661504194,314.0,219.0,2.0,COMPLETE,,,,,,,,
420.0,0.0005485750849385195,2024-04-26 04:16:40.642253,2024-04-26 04:16:41.163254,0 days 00:00:00.521001,0.8837112523095427,883.0,0.5708320012405347,237.0,272.0,2.0,COMPLETE,,,,,,,,
